报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),172746,134862,18148,22619,60936,82878,47883,23555,18384,13172,10094,
营业收入(万元),172746,134862,18148,22619,60936,82878,47883,23555,18384,13172,10094,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),170480,134647,22312,24155,53776,71118,38942,17326,14001,9504,8203,
营业成本(万元),128526,102654,12214,14355,41096,61091,34438,13963,11228,7876,6741,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4831,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),599,333,1087,285,411,619,368,262,4,1,5,
销售费用(万元),16509,12331,1266,1215,1307,1182,867,695,638,191,151,
管理费用(万元),14008,15262,4955,5589,6461,4218,2642,1951,1707,1259,1082,
财务费用(万元),4465,2629,143,968,3512,2975,192,314,268,110,132,
资产减值损失(万元),1542,1437,2646,1743,989,1032,434,141,155,66,92,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),109,158,5,4,2,8,5,1,--,--,--,
对联营企业和合营企业的投资收益(万元),109,--,5,4,2,8,5,1,--,--,--,
汇兑收益(万元),-804,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2384,1189,-4159,-1532,7162,11768,8946,6230,4383,3668,1891,
营业外收入(万元),976,638,6376,2309,1888,1328,1779,1117,706,238,110,
营业外支出(万元),72,37,61,67,7,3,22,--,4,2,54,
非流动资产处置损失(万元),--,--,28,11,3,--,16,--,4,1,--,
利润总额(万元),3288,1790,2155,710,9042,13093,10703,7347,5084,3903,1947,
所得税费用(万元),1017,349,613,-373,1652,2965,1887,745,508,481,-23,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2271,1441,1542,1083,7390,10128,8816,6602,4577,3422,1970,
归属于母公司所有者的净利润(万元),1616,719,1543,1086,7388,10137,8817,6602,4577,3422,1970,
被合并方在合并前实现净利润(万元),--,--,--,--,3916,--,--,--,--,--,--,
少数股东损益(万元),655,722,-1,-2,2,-9,-1,--,--,--,--,
基本每股收益,0.06,0.03,0.06,0.04,0.27,0.56,1.02,1.47,1.02,0.76,0.44,
稀释每股收益,0.06,0.03,0.06,0.04,0.27,0.56,1.02,1.47,1.02,0.76,0.44,
