报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),56623,62878,51239,57572,61581,45043,33733,30612,27068,13885,
营业收入(万元),56623,62878,51239,57572,61581,45043,33733,30612,27068,13885,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),54924,55334,47499,47604,42351,27891,18261,17987,17676,9500,
营业成本(万元),40806,39490,34729,36950,29426,19695,14691,13406,12774,7498,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),12183,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),886,883,728,743,162,250,24,165,75,16,
销售费用(万元),201,214,241,252,197,170,226,160,256,154,
管理费用(万元),3935,14917,13952,13161,13272,7399,3745,4013,4541,1763,
财务费用(万元),-3207,-133,-2296,-3210,-792,150,-465,225,26,63,
资产减值损失(万元),120,-36,145,-293,87,227,40,17,3,5,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),48,260,484,747,326,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-5,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8780,10669,4224,10716,19556,17153,15472,12625,9392,4385,
营业外收入(万元),--,2,1860,4951,2784,971,1090,346,651,1222,
营业外支出(万元),781,115,385,2371,1,1,1,0,--,--,
非流动资产处置损失(万元),--,--,385,2327,1,1,1,0,--,--,
利润总额(万元),7999,10556,5698,13296,22339,18122,16562,12971,10043,5607,
所得税费用(万元),887,987,423,1968,2708,2749,2771,1503,969,516,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),7112,9569,5275,11328,19631,15373,13791,11468,9074,5091,
归属于母公司所有者的净利润(万元),7112,9569,5275,11328,19631,15373,13791,11468,9074,5091,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.31,0.42,0.23,0.5,0.88,0.81,0.73,0.61,0.5,--,
稀释每股收益,0.31,0.42,0.23,0.5,0.88,0.81,0.73,0.61,0.5,--,
