报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),83968,103111,97716,43902,19257,17226,15660,14253,10027,6305,
营业收入(万元),83968,103111,97716,43902,19257,17226,15660,14253,10027,6305,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),146154,95250,82834,30817,14779,12394,11064,10186,6916,4695,
营业成本(万元),57814,71763,65224,21203,10043,8507,7238,6725,4520,2939,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1052,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),440,529,868,939,596,591,748,765,492,342,
销售费用(万元),2687,4142,5942,2303,1412,1071,1008,945,505,422,
管理费用(万元),10608,12532,10306,6534,2912,2320,2138,1803,1429,968,
财务费用(万元),1892,1365,-45,-209,-250,-112,-85,-55,-28,1,
资产减值损失(万元),71662,4920,540,48,65,18,17,2,-3,23,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-39,2915,1717,110,192,--,--,1,--,--,
对联营企业和合营企业的投资收益(万元),-215,-70,180,68,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-61732,11599,16599,13195,4670,4832,4596,4068,3111,1610,
营业外收入(万元),611,873,794,1038,695,261,660,389,194,27,
营业外支出(万元),153,317,105,95,0,18,5,0,9,18,
非流动资产处置损失(万元),--,--,6,7,0,--,0,0,0,--,
利润总额(万元),-61274,12154,17288,14137,5365,5075,5251,4457,3295,1620,
所得税费用(万元),3148,1999,2988,2551,877,876,880,739,547,263,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),-64422,10156,14301,11587,4488,4199,4371,3718,2749,1356,
归属于母公司所有者的净利润(万元),-65714,6629,10294,9360,4488,4199,4371,3718,2749,1356,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1292,3527,4006,2227,--,--,--,--,--,--,
基本每股收益,-1.04,0.1,0.16,0.43,0.46,0.7,0.73,0.65,0.62,0.35,
稀释每股收益,-1.04,0.1,0.16,0.43,0.46,0.7,0.73,0.65,0.62,0.35,
