报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),421098,279521,137010,108759,109329,122974,104515,113339,81700,41599,29562,
营业收入(万元),421098,279521,137010,108759,109329,122974,104515,113339,81700,41599,29562,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),330232,241970,135283,110420,105315,100720,74418,76359,55642,28662,20208,
营业成本(万元),267071,187796,106837,85666,82430,80903,63919,64148,47162,24357,17251,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),17170,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),4325,3554,1921,896,743,638,548,66,49,33,17,
销售费用(万元),11507,9647,6894,5911,5355,4220,3718,3959,2964,1782,1049,
管理费用(万元),21321,28715,20039,19459,17206,16956,9787,7811,5360,2636,1574,
财务费用(万元),-3016,8463,-2984,-3224,-758,-1991,-3859,57,-69,61,78,
资产减值损失(万元),11854,3796,2576,1711,340,-6,304,317,177,-206,239,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1787,3730,5317,3491,1363,851,323,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),96086,43873,7043,1830,5377,23105,30420,36980,26058,12937,9354,
营业外收入(万元),259,815,2322,5850,5514,2973,1942,1003,16,8,8,
营业外支出(万元),44,19,160,198,75,175,132,15,16,16,17,
非流动资产处置损失(万元),--,--,13,13,58,--,--,1,--,--,--,
利润总额(万元),96301,44669,9206,7482,10816,25904,32230,37967,26058,12929,9344,
所得税费用(万元),12606,6569,2468,1418,1890,3707,4607,5476,3185,1382,-67,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),83695,38100,6738,6063,8927,22196,27623,32491,22873,11547,9411,
归属于母公司所有者的净利润(万元),83664,38194,7035,6351,9191,22140,27523,32491,22873,11547,9411,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),31,-94,-297,-288,-264,56,100,--,--,--,--,
基本每股收益,0.95,0.61,0.11,0.1,0.15,0.35,0.44,0.98,0.85,0.53,0.56,
稀释每股收益,0.95,0.61,0.11,0.1,0.15,0.35,0.44,0.98,0.85,0.53,0.56,
