报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19191,25960,39210,25552,0,0,
营业收入(万元),19191,25960,39210,25552,0,0,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),18568,24784,36057,23735,10,13,
营业成本(万元),15209,21518,31992,20675,0,0,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),100,147,118,43,--,--,
销售费用(万元),289,345,257,303,--,--,
管理费用(万元),1820,1625,2437,1934,10,13,
财务费用(万元),763,940,1000,600,0,0,
资产减值损失(万元),386,210,253,180,--,--,
公允价值变动收益(万元),--,--,--,40,--,--,
投资收益(万元),22,53,181,581,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),1234,2111,3334,2438,-10,-13,
营业外收入(万元),378,408,471,171,--,--,
营业外支出(万元),329,1197,685,18,1,--,
非流动资产处置损失(万元),--,--,80,--,--,--,
利润总额(万元),1284,1321,3120,2591,-11,-13,
所得税费用(万元),-41,-30,-132,86,--,--,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),1324,1351,3252,2505,-11,-13,
归属于母公司所有者的净利润(万元),1023,1229,3283,1173,-11,-13,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),302,122,-31,1331,--,--,
基本每股收益,0.02,0.03,0.07,0.03,--,--,
稀释每股收益,0.02,--,0.07,--,--,--,
