报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),291745,278650,254003,207435,167452,147663,133137,101653,79609,63821,
营业收入(万元),291745,278650,254003,207435,167452,147663,133137,101653,79609,63821,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),222317,207355,199887,164790,135616,117560,107662,81582,66133,52840,
营业成本(万元),22851,26929,24362,22550,19349,17131,15698,11495,8402,6740,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),23037,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),4399,4779,4566,3286,2839,2584,2263,1701,1241,998,
销售费用(万元),137562,127699,134546,109797,87095,71309,65133,48637,38900,29828,
管理费用(万元),38602,50428,38710,30625,27006,26830,24224,19260,16941,15392,
财务费用(万元),-4604,-3029,-2409,-1558,-819,-340,134,271,156,-223,
资产减值损失(万元),470,550,111,89,145,45,210,218,493,106,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2838,3003,1558,1136,1120,5184,-3562,-2240,-1100,-582,
对联营企业和合营企业的投资收益(万元),-50,--,--,--,--,5037,-3654,-2254,-1204,-575,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),79620,78753,55674,43782,32956,35287,21913,17832,12376,10399,
营业外收入(万元),3410,2021,3534,3205,2303,2661,3560,2909,1607,593,
营业外支出(万元),3084,4467,2433,1348,1498,706,386,202,251,609,
非流动资产处置损失(万元),--,--,571,306,178,31,110,46,34,34,
利润总额(万元),79946,76306,56775,45638,33762,37243,25087,20538,13732,10383,
所得税费用(万元),10451,11886,6763,5940,6115,5329,4509,3772,2881,2139,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),69494,64420,50012,39699,27647,31913,20578,16767,10851,8245,
归属于母公司所有者的净利润(万元),69494,64420,49675,39381,27348,31571,20275,16503,10851,8245,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,337,317,298,342,303,264,--,--,
基本每股收益,1.04,0.96,0.74,0.93,0.68,0.79,0.51,0.43,0.33,0.25,
稀释每股收益,1.03,0.95,0.74,0.93,0.68,0.79,0.51,0.43,0.33,0.25,
