报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),93262,80217,50137,50601,53626,45331,40809,
营业收入(万元),93262,80217,50137,50601,53626,45331,40809,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),91942,75291,45193,44696,49744,40959,36816,
营业成本(万元),70304,56798,30825,31628,36191,31508,29379,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3474,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),693,514,424,390,297,207,211,
销售费用(万元),12529,10410,7811,6872,5570,4029,2799,
管理费用(万元),4536,6690,5074,5145,5013,4288,3775,
财务费用(万元),400,428,506,646,515,479,412,
资产减值损失(万元),5,450,553,16,2158,448,239,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),39,6,183,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),2704,5339,5127,5905,3882,4371,3993,
营业外收入(万元),73,58,374,270,141,69,87,
营业外支出(万元),182,36,234,86,94,50,22,
非流动资产处置损失(万元),--,--,67,34,30,18,0,
利润总额(万元),2596,5361,5266,6089,3930,4390,4058,
所得税费用(万元),721,836,997,1193,1167,782,737,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),1874,4524,4269,4895,2762,3609,3321,
归属于母公司所有者的净利润(万元),1874,4524,4269,4895,2762,3609,3321,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,0,--,--,--,--,--,
基本每股收益,0.11,0.48,0.47,0.54,--,--,--,
稀释每股收益,0.11,0.48,0.47,0.54,--,--,--,
