报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),11886,12617,11745,2999,2613,
营业收入(万元),11886,12617,11745,2999,2613,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),12310,11879,9112,1318,13204,
营业成本(万元),7638,8034,7031,217,2518,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),280,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),71,84,66,186,3,
销售费用(万元),735,764,424,3,--,
管理费用(万元),2741,2573,1719,710,142,
财务费用(万元),263,191,48,-93,10540,
资产减值损失(万元),584,233,-176,296,--,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),15726,66,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),15641,1265,2633,1681,-10591,
营业外收入(万元),37,150,395,227,436640,
营业外支出(万元),51,23,2,0,--,
非流动资产处置损失(万元),--,--,1,--,--,
利润总额(万元),15626,1392,3026,1908,426049,
所得税费用(万元),2120,327,326,148,11,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),13506,1066,2700,1761,426038,
归属于母公司所有者的净利润(万元),14448,1135,2584,1754,426038,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-942,-69,116,6,--,
基本每股收益,0.36,0.03,0.06,0.04,31.72,
稀释每股收益,0.36,0.03,0.06,0.04,31.72,
