报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),65358,68047,56109,41058,30908,
营业收入(万元),65358,68047,56109,41058,30908,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),53387,55526,42168,33499,26726,
营业成本(万元),39230,40087,28858,23421,17923,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3578,3013,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),1041,948,725,421,480,
销售费用(万元),5386,6049,4499,3253,3087,
管理费用(万元),3707,4955,6966,5573,4498,
财务费用(万元),175,494,172,314,716,
资产减值损失(万元),269,-21,947,516,21,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),19,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),13852,14646,13941,7559,4182,
营业外收入(万元),419,132,520,479,512,
营业外支出(万元),146,193,421,377,107,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),14125,14586,14040,7661,4588,
所得税费用(万元),1970,2152,2064,1119,659,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),12155,12434,11976,6543,3928,
归属于母公司所有者的净利润(万元),12155,12434,11976,6543,3928,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.34,0.35,0.33,0.18,0.1,
稀释每股收益,0.34,0.35,0.33,0.18,0.1,
