报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),46522,43418,33801,27692,23866,
营业收入(万元),46522,43418,33801,27692,23866,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),37654,34917,28776,24456,23226,
营业成本(万元),30537,27659,22770,19173,18948,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),2854,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),354,342,181,126,58,
销售费用(万元),1533,1527,1295,1141,875,
管理费用(万元),2518,4775,3742,3663,2292,
财务费用(万元),-228,454,798,121,405,
资产减值损失(万元),87,160,-10,232,649,
公允价值变动收益(万元),--,-5,5,--,--,
投资收益(万元),--,-20,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),9179,8896,5030,3236,639,
营业外收入(万元),104,104,239,146,38,
营业外支出(万元),51,108,56,34,46,
非流动资产处置损失(万元),--,--,--,2,--,
利润总额(万元),9232,8892,5213,3348,632,
所得税费用(万元),1094,1194,726,515,307,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),8138,7698,4487,2833,324,
归属于母公司所有者的净利润(万元),7795,7317,4120,2579,420,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),343,380,367,255,-96,
基本每股收益,0.86,0.83,0.54,0.4,0.14,
稀释每股收益,--,--,--,0.4,0.14,
