报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),236125,178303,162337,164521,174010,142987,
营业收入(万元),236125,178303,162337,164521,174010,142987,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),198349,156073,147090,149752,155294,121657,
营业成本(万元),84944,68228,61756,59458,63935,48004,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),5125,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),2556,2355,1899,2139,2244,1870,
销售费用(万元),88603,63586,61997,69643,68074,57331,
管理费用(万元),17153,19388,18003,17147,17928,13392,
财务费用(万元),-1265,1643,1981,1664,1199,698,
资产减值损失(万元),1233,873,1454,-299,1914,362,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),13,37,58,39,535,157,
对联营企业和合营企业的投资收益(万元),-27,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),38801,23944,15306,14808,19251,21486,
营业外收入(万元),297,469,2661,2579,579,1440,
营业外支出(万元),286,259,420,508,548,868,
非流动资产处置损失(万元),--,--,--,17,--,--,
利润总额(万元),38811,24154,17548,16880,19282,22057,
所得税费用(万元),10149,4076,2185,2505,3460,4237,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),28662,20079,15362,14375,15822,17820,
归属于母公司所有者的净利润(万元),28719,20079,15362,14375,15822,17820,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-57,--,--,--,--,--,
基本每股收益,1.44,1.3,1.02,0.96,1.05,1.19,
稀释每股收益,1.43,1.3,1.02,0.96,1.05,1.19,
