报告日期,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),152546,120189,94755,73983,51554,
营业收入(万元),152546,120189,94755,73983,51554,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),133762,104799,80729,61615,41940,
营业成本(万元),105722,81010,62471,49767,32237,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),--,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),552,709,405,292,315,
销售费用(万元),7408,6218,5396,4447,3985,
管理费用(万元),13415,12461,10510,5590,4488,
财务费用(万元),4339,3713,1552,1089,1391,
资产减值损失(万元),2326,689,395,430,-477,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),1264,10,-14,0,0,
对联营企业和合营企业的投资收益(万元),1264,10,-14,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),20048,15400,14012,12368,9613,
营业外收入(万元),2738,2759,3354,1310,799,
营业外支出(万元),96,59,112,17,53,
非流动资产处置损失(万元),75,39,95,--,--,
利润总额(万元),22690,18100,17253,13662,10360,
所得税费用(万元),6594,5429,5014,3896,2924,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),16096,12671,12239,9766,7436,
归属于母公司所有者的净利润(万元),16120,13234,12423,9803,7383,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-24,-564,-183,-38,53,
基本每股收益,0.78,0.64,0.6,0.5,0.38,
稀释每股收益,0.78,0.64,0.6,0.5,0.38,
