报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),165263,142016,111841,91599,81128,70454,57556,42348,46672,25375,11084,
营业收入(万元),165263,142016,111841,91599,81128,70454,57556,42348,46672,25375,11084,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),148710,118958,92096,74172,66380,57229,46946,34671,39928,21057,9976,
营业成本(万元),47225,49010,39490,30412,33520,31014,29171,28218,34190,17790,7711,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),9889,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2490,2071,1307,500,398,467,306,263,68,75,25,
销售费用(万元),69705,50291,36785,29912,20908,15867,11499,1095,1089,801,492,
管理费用(万元),7876,14683,11641,10379,9131,8515,5447,3640,3294,1595,1012,
财务费用(万元),3878,2605,2819,2930,2589,1341,297,1412,1214,625,719,
资产减值损失(万元),7647,299,53,38,-166,25,227,44,73,171,17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-7,-2,141,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-7,-2,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17269,23556,19887,17427,14749,13225,10610,7677,6744,4318,1108,
营业外收入(万元),101,320,635,1203,941,255,613,604,227,82,70,
营业外支出(万元),228,47,104,13,3,5,57,21,3,130,2,
非流动资产处置损失(万元),--,--,83,4,0,--,2,--,--,--,--,
利润总额(万元),17141,23829,20417,18617,15687,13475,11166,8261,6968,4270,1176,
所得税费用(万元),3920,3598,2586,2949,2255,1953,1267,1181,949,633,248,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),13221,20231,17832,15667,13432,11522,9899,7080,6019,3637,928,
归属于母公司所有者的净利润(万元),13999,19692,17549,15630,13373,11518,9909,7080,6019,3637,928,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-778,539,283,38,58,4,-9,--,--,--,--,
基本每股收益,0.15,0.21,0.2,0.33,0.71,0.61,0.54,0.79,0.74,0.49,0.14,
稀释每股收益,0.15,0.21,0.2,0.33,0.71,0.61,0.54,0.79,0.74,0.49,0.14,
