报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),1029137,920040,708943,641762,669021,
营业收入(万元),1029137,920040,708943,641762,669021,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),989881,887225,669148,626047,657632,
营业成本(万元),935376,830406,627258,579540,602340,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),5663,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),3682,2877,2309,1569,950,
销售费用(万元),24425,21517,18881,17801,17346,
管理费用(万元),7802,13421,12843,11810,11101,
财务费用(万元),11587,18260,7936,16191,25103,
资产减值损失(万元),1347,745,-79,-864,793,
公允价值变动收益(万元),186,155,-832,-477,-279,
投资收益(万元),-6824,-178,-504,4881,-29,
对联营企业和合营企业的投资收益(万元),-3372,-1284,-435,-421,-234,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),35473,33680,38329,20119,11082,
营业外收入(万元),296,290,2349,1126,2024,
营业外支出(万元),1133,136,552,1323,777,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),34636,33834,40126,19923,12329,
所得税费用(万元),6373,5847,6310,3472,3320,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),28263,27988,33816,16451,9009,
归属于母公司所有者的净利润(万元),27646,27281,33390,16128,8828,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),617,707,426,323,180,
基本每股收益,0.68,0.75,0.91,0.5,0.27,
稀释每股收益,0.68,0.75,0.91,0.5,0.27,
