报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),181771,106750,140870,90080,118642,99631,119115,134520,100312,72573,81208,56438,39561,40549,
营业收入(万元),181771,106750,140870,90080,118642,99631,119115,134520,100312,72573,81208,56438,39561,40549,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),144676,131568,125108,120018,115917,126414,127855,115828,95711,76712,75483,46966,35614,37263,
营业成本(万元),119404,107798,97343,96423,102610,109260,118248,105502,87928,70272,69414,42750,32168,34405,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),288,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),300,684,238,10,5,11,20,20,18,3,--,0,0,0,
销售费用(万元),5512,4920,4166,4908,4063,3122,2860,2115,1800,1430,1323,1044,774,734,
管理费用(万元),12230,8417,10372,8458,5810,6957,5345,5753,3739,3100,2578,1688,1548,999,
财务费用(万元),6929,5401,4140,3827,3346,2157,767,2415,2174,1903,2154,1517,1037,1037,
资产减值损失(万元),12,4349,8850,6391,85,4907,615,22,52,3,14,-33,88,88,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),-463,-3636,-1185,-2624,-489,-478,-49,51,138,9,64,0,0,0,
对联营企业和合营企业的投资收益(万元),-463,-3636,-1185,-3109,-489,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),38233,-28259,14576,-32562,2235,-27261,-8789,18742,4739,-4129,5789,9471,3947,3578,
营业外收入(万元),21,59,955,1159,4172,2861,619,176,598,191,145,160,243,228,
营业外支出(万元),169,810,81,64,70,142,47,59,371,341,649,531,17,8,
非流动资产处置损失(万元),--,--,44,32,43,84,27,42,347,326,516,0,0,1,
利润总额(万元),38086,-29009,15450,-31467,6337,-24542,-8217,18859,4967,-4279,5285,9100,4173,3797,
所得税费用(万元),41,46,71,86,69,-1,18,12,28,6,100,189,13,37,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),38044,-29055,15379,-31553,6269,-24542,-8235,18847,4939,-4285,5185,8911,4160,3760,
归属于母公司所有者的净利润(万元),38065,-29055,15379,-31553,6269,-24542,-8235,18706,4445,-4244,5152,8472,4147,3815,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
少数股东损益(万元),-21,--,--,--,--,--,--,141,494,-41,33,439,13,-55,
基本每股收益,1.26,-0.96,0.51,-1.04,0.21,-0.81,-0.27,1.68,0.41,-0.39,0.54,1.05,0.52,0.95,
稀释每股收益,1.26,-0.96,0.51,-1.04,0.21,-0.81,-0.27,1.68,0.41,-0.39,0.54,1.05,0.52,0.95,
