报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),1375336,1117380,903172,801311,783572,
营业收入(万元),1375336,1117380,903172,801311,783572,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),986927,852332,758779,728626,685557,
营业成本(万元),459740,368401,319525,302770,286566,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),126716,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),19224,14786,13082,7909,7578,
销售费用(万元),320223,272686,240093,217583,208536,
管理费用(万元),71511,166544,178303,175743,168559,
财务费用(万元),-15580,26737,-2362,-10955,9737,
资产减值损失(万元),5094,3178,10138,35575,4582,
公允价值变动收益(万元),11264,-11141,-464,--,-96,
投资收益(万元),-11265,924,11384,23784,22834,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),427816,287959,154894,96140,120753,
营业外收入(万元),2659,6987,32753,23780,26175,
营业外支出(万元),6642,1809,2492,10970,1321,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),423833,293137,185156,108950,145607,
所得税费用(万元),51258,33018,23937,14900,6128,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),372574,260119,161218,94050,139479,
归属于母公司所有者的净利润(万元),371924,258915,160046,90988,135967,
被合并方在合并前实现净利润(万元),--,--,-23271,-63191,-33204,
少数股东损益(万元),651,1204,1173,3062,3512,
基本每股收益,3.34,2.37,1.61,0.98,1.47,
稀释每股收益,3.34,2.37,1.61,0.98,1.47,
