报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),81086,53454,43988,31881,33609,33010,33571,
营业收入(万元),81086,53454,43988,31881,33609,33010,33571,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),76058,48026,40033,29017,27904,29631,31048,
营业成本(万元),57897,38284,30358,20931,21408,22196,23604,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3330,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),511,353,270,235,266,209,193,
销售费用(万元),5726,3447,2928,2268,2183,2138,2431,
管理费用(万元),5923,5528,5656,5049,3571,4795,3687,
财务费用(万元),1943,256,448,385,231,202,473,
资产减值损失(万元),727,159,373,149,244,91,660,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),-77,33,41,90,151,139,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),6792,6121,3996,2954,5855,3518,2549,
营业外收入(万元),3,67,1245,1690,1101,923,554,
营业外支出(万元),35,7,66,39,67,61,109,
非流动资产处置损失(万元),--,--,3,34,63,6,18,
利润总额(万元),6760,6181,5174,4605,6889,4380,2994,
所得税费用(万元),1083,819,767,699,1013,911,704,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),5677,5362,4407,3906,5876,3468,2290,
归属于母公司所有者的净利润(万元),5022,3618,3390,2841,4042,2274,1335,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),655,1744,1018,1064,1834,1194,955,
基本每股收益,0.34,0.46,0.51,0.43,--,--,--,
稀释每股收益,0.34,0.46,0.51,0.43,--,--,--,
