报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),136362,131808,104933,79442,62248,48721,47565,57835,51603,28636,31516,41332,36202,26721,21719,
营业收入(万元),136362,131808,104933,79442,62248,48721,47565,57835,51603,28636,31516,41332,36202,26721,21719,
利息收入(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),179479,124274,94171,74063,62343,49280,46055,54334,49456,28756,30825,37792,33724,24687,20263,
营业成本(万元),110967,100960,78296,64962,52241,40716,39246,47983,43077,24504,26040,33688,30367,22182,18267,
利息支出(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),7975,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),461,1019,541,326,275,198,136,217,396,73,35,178,97,45,13,
销售费用(万元),3726,3687,2251,1618,1712,1145,955,1150,1103,826,983,895,990,759,747,
管理费用(万元),7963,12889,11191,7570,6994,5606,4360,3589,3401,2461,1986,1710,1302,1082,988,
财务费用(万元),874,1087,134,174,750,1272,1298,1248,834,616,1346,1214,823,621,181,
资产减值损失(万元),47513,4633,1757,-587,371,343,60,148,645,277,435,108,144,-2,67,
公允价值变动收益(万元),-6146,6001,1674,--,--,--,3,-4,2,0,--,0,0,--,--,
投资收益(万元),5635,163,250,669,558,122,10,--,22,210,245,9,0,0,0,
对联营企业和合营企业的投资收益(万元),-5,-47,-186,-8,6,--,0,--,--,0,--,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),-41861,15463,12686,6048,463,-437,1522,3496,2171,90,936,3549,2478,2035,1456,
营业外收入(万元),46,42,1750,801,1003,1050,984,507,344,477,814,219,114,112,256,
营业外支出(万元),859,201,79,115,229,47,80,47,78,34,42,12,22,12,5,
非流动资产处置损失(万元),--,--,10,29,36,--,--,--,--,0,--,2,4,--,--,
利润总额(万元),-42675,15304,14356,6734,1237,566,2426,3957,2436,533,1707,3756,2570,2135,1707,
所得税费用(万元),1791,2095,2473,1008,218,22,387,7,171,94,7,548,199,99,-21,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
净利润(万元),-44466,13209,11883,5725,1019,544,2039,3950,2265,439,1701,3208,2370,2035,1728,
归属于母公司所有者的净利润(万元),-44437,13230,11829,5904,1019,544,2039,3950,2265,439,1701,3086,2048,1634,1728,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,
少数股东损益(万元),-29,-21,54,-179,--,--,0,--,--,0,--,122,322,401,0,
基本每股收益,-1.01,0.3,0.46,0.33,0.07,0.04,0.18,0.34,0.29,0.06,0.22,0.54,0.36,0.29,0.3,
稀释每股收益,-1.01,0.29,0.45,0.32,0.07,0.04,0.18,0.34,0.29,0.06,0.22,0.54,0.36,0.29,0.3,
