报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),66257,56651,40397,37331,40191,37315,
营业收入(万元),66257,56651,40397,37331,40191,37315,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),51135,43127,30910,27634,30533,28307,
营业成本(万元),42300,35285,23234,21939,24651,22862,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2611,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),411,460,381,258,288,248,
销售费用(万元),2263,2048,1514,1297,1413,1363,
管理费用(万元),3834,5371,6000,4163,3744,3792,
财务费用(万元),-393,-163,-276,-152,374,14,
资产减值损失(万元),109,126,57,129,63,29,
公允价值变动收益(万元),--,--,64,-64,1,-35,
投资收益(万元),1858,857,544,934,313,87,
对联营企业和合营企业的投资收益(万元),-2,7,-2,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),17228,14411,10095,10566,9972,9060,
营业外收入(万元),472,422,222,285,184,340,
营业外支出(万元),53,69,163,84,104,68,
非流动资产处置损失(万元),--,--,112,9,12,1,
利润总额(万元),17646,14764,10153,10768,10051,9332,
所得税费用(万元),2683,2403,1911,1694,1561,1527,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),14963,12362,8242,9074,8490,7805,
归属于母公司所有者的净利润(万元),14733,12149,8075,8879,8394,7723,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),230,212,168,194,96,82,
基本每股收益,0.74,1.53,1.08,1.18,1.12,1.03,
稀释每股收益,0.74,1.53,1.08,1.18,1.12,1.03,
