报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),176663,147841,115145,110105,136727,
营业收入(万元),176663,147841,115145,110105,136727,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),152718,132909,105182,100671,123812,
营业成本(万元),129958,113187,87431,83726,106826,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),6096,5045,3937,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),1419,1139,664,512,845,
销售费用(万元),10529,9326,7737,7536,8325,
管理费用(万元),3255,3055,3943,8446,7650,
财务费用(万元),-408,-85,-118,5,-111,
资产减值损失(万元),1869,1243,1588,445,277,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),--,--,132,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),24194,15185,10096,9433,12914,
营业外收入(万元),811,368,1219,109,93,
营业外支出(万元),1,6,6,2,7,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),25005,15547,11309,9540,13000,
所得税费用(万元),3199,2179,1641,1834,1981,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),21805,13368,9668,7706,11018,
归属于母公司所有者的净利润(万元),21805,13368,9668,7706,11018,
被合并方在合并前实现净利润(万元),--,--,--,5290,9006,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.58,0.35,0.27,--,--,
稀释每股收益,0.58,0.35,0.27,--,--,
