报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),567941,278521,255997,158839,91523,61708,
营业收入(万元),567941,278521,255997,158839,91523,61708,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),493692,233581,228152,141473,109187,78116,
营业成本(万元),313232,124221,71099,69743,44885,20667,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),27341,19371,13566,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1822,2015,3777,3163,990,1212,
销售费用(万元),115504,67067,48475,36877,39334,43363,
管理费用(万元),25232,19333,21633,23873,21613,10409,
财务费用(万元),10629,2778,16811,1811,2125,2069,
资产减值损失(万元),-68,-1205,52790,6006,239,397,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),-2735,428,-882,-88,-29,75,
对联营企业和合营企业的投资收益(万元),-2764,-302,-1702,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),71683,45141,24337,17277,-17693,-16333,
营业外收入(万元),2674,1975,1229,1992,2336,3334,
营业外支出(万元),566,305,174,671,4330,540,
非流动资产处置损失(万元),--,--,--,--,--,--,
利润总额(万元),73791,46810,25391,18598,-19687,-13539,
所得税费用(万元),13153,381,-7249,6242,8,-858,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),60638,46429,32641,12356,-19695,-12681,
归属于母公司所有者的净利润(万元),59949,46964,33501,12453,-19632,-12675,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),689,-535,-861,-97,-62,-6,
基本每股收益,1.67,1.3,0.93,0.35,-0.81,-0.54,
稀释每股收益,1.67,1.3,0.93,0.35,-0.81,-0.54,
