报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19975,25026,25999,11032,9959,9779,
营业收入(万元),19975,25026,25999,11032,9959,9779,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),18798,18649,16770,9250,8368,8675,
营业成本(万元),12295,13646,9586,5663,5449,5010,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),1591,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),192,307,420,80,51,84,
销售费用(万元),1781,1308,2087,882,872,948,
管理费用(万元),2516,3838,4337,2376,2149,2770,
财务费用(万元),-129,-157,-143,-95,-345,-125,
资产减值损失(万元),551,-292,484,345,192,-13,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),1459,60,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),3928,8740,9229,1782,1590,1104,
营业外收入(万元),81,481,1174,825,683,179,
营业外支出(万元),5,13,5,6,10,6,
非流动资产处置损失(万元),--,--,5,6,6,4,
利润总额(万元),4004,9208,10398,2600,2263,1277,
所得税费用(万元),505,1309,1525,502,503,187,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),3499,7900,8873,2098,1761,1090,
归属于母公司所有者的净利润(万元),3435,7898,8037,2255,1804,1090,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),65,2,837,-157,-43,--,
基本每股收益,0.23,1,1.07,0.3,0.24,0.15,
稀释每股收益,0.23,1,1.07,0.3,0.24,0.15,
