报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),50065,44939,31849,30581,30751,
营业收入(万元),50065,44939,31849,30581,30751,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),35714,33826,24005,23035,21299,
营业成本(万元),25533,23820,19148,20020,17618,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),2562,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),552,434,134,196,330,
销售费用(万元),3017,2314,1542,852,691,
管理费用(万元),3761,5935,3743,2624,2175,
财务费用(万元),-358,1055,-841,-602,-42,
资产减值损失(万元),646,267,280,-54,527,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-217,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),14221,11163,7805,7542,9453,
营业外收入(万元),253,575,333,52,60,
营业外支出(万元),5,7,250,40,16,
非流动资产处置损失(万元),--,--,--,--,15,
利润总额(万元),14468,11731,7888,7554,9497,
所得税费用(万元),1867,1838,1246,1201,1389,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),12601,9893,6642,6353,8107,
归属于母公司所有者的净利润(万元),12601,9893,6642,6119,8109,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,235,-1,
基本每股收益,1.38,1.12,0.83,0.76,1.07,
稀释每股收益,1.38,1.12,0.83,0.76,1.07,
