报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),31447,27920,28170,29743,29566,30301,28244,
营业收入(万元),31447,27920,28170,29743,29566,30301,28244,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),25877,21859,20867,21354,21001,21030,19978,
营业成本(万元),20602,17191,16090,16681,16591,17012,16260,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1153,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),374,366,358,264,262,277,258,
销售费用(万元),1654,1458,1548,1535,1540,1336,1153,
管理费用(万元),2137,2834,2742,2875,2563,2615,2323,
财务费用(万元),-93,-70,-32,-40,-105,-218,-49,
资产减值损失(万元),50,79,160,38,150,7,33,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),2074,1184,232,243,163,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),8405,7954,7535,8631,8729,9271,8266,
营业外收入(万元),307,398,994,948,1030,1134,953,
营业外支出(万元),43,0,4,23,21,34,34,
非流动资产处置损失(万元),--,--,--,--,--,--,--,
利润总额(万元),8669,8352,8525,9556,9738,10371,9186,
所得税费用(万元),1268,1234,1270,1447,1479,1614,1409,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),7401,7119,7255,8110,8259,8757,7777,
归属于母公司所有者的净利润(万元),7401,7119,7255,8110,8259,8757,7777,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.37,0.38,0.47,0.52,0.53,0.56,0.5,
稀释每股收益,0.36,0.38,0.47,0.52,0.53,0.56,0.5,
