报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),80145,69411,55844,49869,52760,
营业收入(万元),80145,69411,55844,49869,52760,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),68174,57356,46008,42694,47505,
营业成本(万元),55214,45162,33381,33867,39271,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),2470,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),585,587,489,287,212,
销售费用(万元),3104,2831,2061,1935,1947,
管理费用(万元),6178,8253,9625,5658,5213,
财务费用(万元),605,527,387,788,869,
资产减值损失(万元),19,-3,65,159,-6,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),--,4,--,-4,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),12764,12590,9835,7161,5255,
营业外收入(万元),377,--,156,90,47,
营业外支出(万元),36,22,939,41,43,
非流动资产处置损失(万元),--,--,--,--,37,
利润总额(万元),13105,12568,9052,7209,5258,
所得税费用(万元),1924,1824,1681,1136,771,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),11181,10744,7371,6073,4487,
归属于母公司所有者的净利润(万元),11181,10743,7367,6067,4483,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,0,4,6,4,
基本每股收益,2.24,2.15,1.47,2.09,1.54,
稀释每股收益,2.24,2.15,1.47,2.09,1.54,
