报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),316800,401153,303812,471528,201316,225914,141153,
营业收入(万元),--,--,--,--,--,--,--,
利息收入(万元),135376,117230,28112,84994,36102,49594,39398,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),881,927,842,1510,789,15858,1391,
营业总成本(万元),228263,219913,148895,222159,109541,162943,123346,
营业成本(万元),--,--,--,--,--,--,--,
利息支出(万元),122003,90986,--,--,--,--,2826,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),182,180,220,224,217,14423,213,
营业税金及附加(万元),1736,2001,8145,29014,11972,10277,5804,
销售费用(万元),205489,208223,143825,185906,99857,138067,117824,
管理费用(万元),--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,
资产减值损失(万元),20855,9509,-3294,7015,-2506,175,-495,
公允价值变动收益(万元),844,-9501,-14085,7376,1515,-1138,2733,
投资收益(万元),148974,203521,116616,70248,22620,17110,1986,
对联营企业和合营企业的投资收益(万元),31286,49472,21024,12213,3382,2346,--,
汇兑收益(万元),215,-78,263,235,12,-168,-8,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),62329,67426,--,--,19139,7672,1223,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),88537,181240,154917,249369,91776,62971,17807,
营业外收入(万元),68,731,366,31464,830,814,5089,
营业外支出(万元),1499,977,823,458,808,4942,209,
非流动资产处置损失(万元),--,--,--,--,--,--,--,
利润总额(万元),87106,180994,154460,280376,91798,58842,22687,
所得税费用(万元),5802,33313,32178,67185,20888,15582,6877,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),81304,147681,122282,213191,70910,43260,15810,
归属于母公司所有者的净利润(万元),81884,150393,122282,213191,70910,32643,9825,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-579,-2712,--,--,--,10617,5985,
基本每股收益,0.22,0.45,--,--,--,--,--,
稀释每股收益,0.22,0.45,--,--,--,--,--,
