报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),189758,147778,121782,115107,98398,89326,88960,88613,69447,51756,
营业收入(万元),189758,147778,121782,115107,98398,89326,88960,88613,69447,51756,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),169181,130032,110027,106769,86736,74662,76891,78241,61136,45806,
营业成本(万元),124344,96557,81297,79829,68331,60310,63947,67510,53534,40908,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),5571,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2004,1734,1254,876,708,623,609,616,400,267,
销售费用(万元),24004,17723,15050,15279,9761,6823,6035,4709,2937,2200,
管理费用(万元),14126,14110,12108,11676,10114,9097,5969,4945,4164,2309,
财务费用(万元),-664,-264,-251,-1500,-2215,-2230,286,429,86,49,
资产减值损失(万元),-205,171,568,609,38,38,46,32,15,74,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),303,598,165,--,297,98,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),21835,18742,11921,8338,11959,14762,12069,10372,8311,5950,
营业外收入(万元),607,247,585,406,196,302,576,399,53,67,
营业外支出(万元),263,351,283,109,123,199,93,24,161,127,
非流动资产处置损失(万元),--,--,26,18,68,129,28,--,--,--,
利润总额(万元),22178,18637,12223,8635,12032,14865,12552,10747,8203,5890,
所得税费用(万元),4184,3956,2905,2152,2169,2704,2812,2637,2142,1393,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),17994,14681,9318,6483,9863,12160,9741,8110,6061,4497,
归属于母公司所有者的净利润(万元),17291,14090,8820,6088,9863,12160,9741,8110,6061,4497,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,-9,94,
少数股东损益(万元),703,591,498,395,--,--,--,--,--,--,
基本每股收益,0.34,0.28,0.18,0.48,0.8,0.98,0.94,0.87,0.7,0.55,
稀释每股收益,0.34,0.28,0.18,0.48,0.8,0.98,0.94,0.87,0.7,0.55,
