报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),59090,47776,32850,25744,26983,24377,20936,26555,21866,9648,
营业收入(万元),59090,47776,32850,25744,26983,24377,20936,26555,21866,9648,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),51674,40185,28451,23069,24142,21525,18807,22104,17940,8032,
营业成本(万元),36412,27421,19879,15567,16463,14937,12660,15558,12589,5693,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2761,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),511,493,318,267,239,187,223,215,69,28,
销售费用(万元),6737,6191,3595,3295,3591,2888,2487,3235,2669,974,
管理费用(万元),4724,4955,4342,4024,3590,3164,3071,2709,2364,1153,
财务费用(万元),-246,202,-466,-391,-105,164,210,254,109,123,
资产减值损失(万元),774,923,782,307,364,185,157,134,139,61,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),169,--,--,25,--,385,--,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10574,9303,4399,2700,2841,3236,2129,4451,3927,1616,
营业外收入(万元),13,6,1718,1016,886,800,1169,392,100,51,
营业外支出(万元),44,156,108,26,14,5,3,61,79,1,
非流动资产处置损失(万元),--,--,8,26,0,5,1,1,--,--,
利润总额(万元),10542,9153,6009,3690,3713,4031,3294,4782,3949,1666,
所得税费用(万元),1396,1076,792,513,527,554,470,705,422,152,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),9146,8078,5217,3176,3186,3477,2824,4077,3527,1514,
归属于母公司所有者的净利润(万元),9098,8034,5211,3204,3209,3514,2824,4077,3527,1514,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,
少数股东损益(万元),48,44,6,-28,-23,-36,--,--,0,0,
基本每股收益,0.38,0.33,0.43,0.27,0.49,0.59,0.47,0.68,0.59,0.25,
稀释每股收益,0.38,0.33,0.43,0.27,0.49,0.59,0.47,0.68,0.59,0.25,
