报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),62390,32483,24801,20282,16456,13246,11118,
营业收入(万元),62390,32483,24801,20282,16456,13246,11118,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),42723,22269,17626,15193,12829,10568,9236,
营业成本(万元),10135,5531,5767,5165,4434,3783,3504,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),13812,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),468,418,265,222,206,198,132,
销售费用(万元),13780,7054,6472,5484,4650,3356,2961,
管理费用(万元),4469,9183,5170,4574,3601,3175,2473,
财务费用(万元),-424,-25,-36,9,-34,-4,114,
资产减值损失(万元),484,109,-11,-260,-28,61,52,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),407,187,159,323,343,64,32,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),20991,11539,7333,5412,3970,2742,1915,
营业外收入(万元),6,15,836,354,447,127,217,
营业外支出(万元),3,6,58,70,60,12,9,
非流动资产处置损失(万元),--,--,46,11,41,--,0,
利润总额(万元),20994,11549,8111,5696,4357,2857,2123,
所得税费用(万元),2851,1708,1133,626,691,378,591,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),18143,9840,6978,5070,3667,2479,1533,
归属于母公司所有者的净利润(万元),18143,9840,6978,5070,3667,2479,1533,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.99,0.86,0.76,0.55,0.4,0.27,0.18,
稀释每股收益,0.99,0.86,0.76,0.55,0.4,0.27,0.18,
