报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),1554186,1474627,1369580,1327623,1364442,1349933,947681,867563,792667,692903,569899,450394,
营业收入(万元),1554186,1474627,1369580,1327623,1364442,1349933,947681,867563,792667,692903,569899,450394,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,--,
营业总成本(万元),1524865,1444936,1343998,1303030,1340476,1318112,928027,851102,779695,681984,559091,437772,
营业成本(万元),1421327,1370847,1265499,1201736,1242078,1230795,864873,800535,729251,636014,522793,412049,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,--,
研发费用(万元),16583,--,--,--,--,--,--,--,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,--,
营业税金及附加(万元),5195,5407,21583,43214,44301,44012,31390,27705,27080,24254,20346,14483,
销售费用(万元),4479,1946,795,520,815,1065,1072,663,565,689,143,200,
管理费用(万元),43313,43067,35349,30627,27575,27250,18423,15076,14495,12248,10220,6200,
财务费用(万元),22616,21446,16757,14997,13331,10825,6772,4792,3515,6243,4088,2927,
资产减值损失(万元),11352,2223,4015,11936,12375,4165,5496,2330,4788,2537,1501,1912,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,44,-44,--,
投资收益(万元),966,1114,-384,-192,132,1344,292,188,798,536,618,469,
对联营企业和合营企业的投资收益(万元),41,-443,-421,-229,-117,176,--,--,0,0,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,--,
营业利润(万元),31701,32359,25198,24402,24098,33165,19946,16649,13770,11499,11382,13091,
营业外收入(万元),1037,271,2899,2199,3784,1275,1021,1195,892,1181,849,190,
营业外支出(万元),457,442,140,168,1378,1434,1387,1004,939,676,705,506,
非流动资产处置损失(万元),--,--,51,40,1151,74,--,-51,0,0,0,--,
利润总额(万元),32281,32188,27957,26432,26504,33006,19580,16840,13722,12004,11526,12775,
所得税费用(万元),10300,10355,7408,6667,6885,9334,5315,4867,3476,2747,3136,5001,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,--,
净利润(万元),21981,21832,20549,19766,19619,23672,14265,11972,10246,9257,8390,7775,
归属于母公司所有者的净利润(万元),21955,21393,19539,19100,18391,22666,13467,11599,9825,8384,7649,6951,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,--,
少数股东损益(万元),26,439,1011,665,1228,1006,799,373,421,873,741,824,
基本每股收益,0.22,0.22,0.2,0.39,0.38,0.48,0.34,0.35,0.32,0.28,0.25,0.23,
稀释每股收益,0.22,0.22,0.2,0.39,0.38,0.48,0.34,0.35,0.32,0.28,0.25,0.23,
