报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),96730,78255,64312,64406,83264,84079,81052,86558,69759,47785,
营业收入(万元),96730,78255,64312,64406,83264,84079,81052,86558,69759,47785,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),89984,76871,59376,58191,72892,72533,70316,76574,63741,42941,
营业成本(万元),79053,65634,51188,51843,63247,63260,61185,67958,56272,38067,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2961,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),862,817,670,445,526,539,520,510,285,233,
销售费用(万元),2844,2555,2021,1748,2082,1923,1519,1631,1089,761,
管理费用(万元),3985,6159,5636,5680,7095,6473,6605,6269,5248,3110,
财务费用(万元),-306,1398,-1481,-1735,-294,-13,286,-17,873,564,
资产减值损失(万元),585,308,1342,210,236,350,201,224,-26,206,
公允价值变动收益(万元),-53,2,-22,11,5,4,3,-8,0,16,
投资收益(万元),-1803,116,103,0,265,1,--,--,245,0,
对联营企业和合营企业的投资收益(万元),10,-0,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5294,1746,5017,6226,10642,11552,10738,9977,6263,4860,
营业外收入(万元),123,114,258,247,374,477,280,351,108,370,
营业外支出(万元),250,149,69,82,158,98,53,63,273,22,
非流动资产处置损失(万元),--,--,--,32,111,39,3,11,225,--,
利润总额(万元),5167,1711,5207,6391,10858,11931,10965,10264,6098,5208,
所得税费用(万元),497,118,676,829,1465,1648,1492,1391,988,942,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),4669,1593,4531,5562,9393,10283,9473,8873,5110,4266,
归属于母公司所有者的净利润(万元),4669,1593,4531,5562,9393,10283,9473,8873,5108,4266,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,2,-0,
基本每股收益,0.18,0.1,0.28,0.35,0.96,1.37,1.26,1.19,0.85,0.71,
稀释每股收益,0.18,0.1,0.28,0.35,0.96,1.37,1.26,1.19,0.85,0.71,
