报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),52046,49815,48913,49566,34774,28245,19424,
营业收入(万元),52046,49815,48913,49566,34774,28245,19424,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),41303,38142,39258,39746,27286,24014,17499,
营业成本(万元),24205,21330,20661,24164,16517,17171,12279,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),7131,6627,9066,5194,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),961,711,806,779,673,468,279,
销售费用(万元),2353,2499,2916,2607,2172,1592,1138,
管理费用(万元),6770,5617,5288,4727,7887,4667,3652,
财务费用(万元),-409,-224,-156,-149,-235,-135,-15,
资产减值损失(万元),292,1582,679,2424,272,251,165,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),150,125,95,19,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),11365,11908,9750,9839,7488,4231,1926,
营业外收入(万元),15,12,505,1602,91,80,13,
营业外支出(万元),95,79,30,10,23,13,16,
非流动资产处置损失(万元),--,--,--,--,--,--,--,
利润总额(万元),11285,11842,10225,11431,7556,4297,1922,
所得税费用(万元),1480,1610,1405,1429,844,619,162,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),9804,10232,8820,10001,6713,3678,1760,
归属于母公司所有者的净利润(万元),9804,10232,8820,10001,6713,3678,1760,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,-0,--,
基本每股收益,3.27,3.41,2.94,3.33,2.24,2.54,1.04,
稀释每股收益,3.27,3.41,2.94,3.33,2.24,2.54,1.04,
