报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),243250,226562,189694,184699,189931,158761,143672,
营业收入(万元),243250,226562,189694,184699,189931,158761,143672,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),231374,201759,161677,163793,167666,144173,131890,
营业成本(万元),166301,150173,119494,123830,129550,110883,107232,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),4861,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1570,1894,1966,1532,1287,821,583,
销售费用(万元),40651,28724,23054,22827,21766,19092,14963,
管理费用(万元),16799,21090,16732,14725,13586,11581,7982,
财务费用(万元),-252,-512,-42,464,1228,1087,1063,
资产减值损失(万元),1445,389,472,415,248,709,68,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),5669,1770,681,457,39,4,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),20009,29238,28699,21363,22304,14592,11806,
营业外收入(万元),476,829,934,1128,801,1386,218,
营业外支出(万元),279,256,174,175,91,230,152,
非流动资产处置损失(万元),--,--,103,131,50,127,82,
利润总额(万元),20206,29812,29458,22316,23014,15748,11873,
所得税费用(万元),2180,4255,4803,4172,5938,3106,2595,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),18027,25556,24655,18144,17076,12641,9278,
归属于母公司所有者的净利润(万元),18027,25556,24655,18144,17076,12641,9278,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.64,0.97,1.17,0.86,0.84,0.62,1.86,
稀释每股收益,0.64,0.97,1.17,0.86,0.84,0.62,1.86,
