报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),120143,111422,97566,192985,121460,--,
营业收入(万元),--,--,--,--,--,--,
利息收入(万元),55775,51952,47073,40524,18770,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),490,352,1459,498,296,--,
营业总成本(万元),68632,62566,56237,65678,57078,--,
营业成本(万元),--,--,--,--,--,--,
利息支出(万元),21543,1081,4039,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),335,291,315,346,263,--,
营业税金及附加(万元),800,592,2160,9268,5005,--,
销售费用(万元),58448,58759,54058,61297,47556,--,
管理费用(万元),--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,
资产减值损失(万元),9049,2924,-296,-5233,4254,--,
公允价值变动收益(万元),10379,3162,-1333,-5994,4802,--,
投资收益(万元),41592,18061,5836,62573,57208,--,
对联营企业和合营企业的投资收益(万元),42,-104,-107,--,--,--,
汇兑收益(万元),32,-42,46,43,3,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),7659,10004,7708,1973,2242,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),51511,48855,41329,127307,64383,--,
营业外收入(万元),135,32,625,583,110,--,
营业外支出(万元),139,236,99,46,133,--,
非流动资产处置损失(万元),--,--,--,--,--,--,
利润总额(万元),51507,48651,41855,127843,64360,25185,
所得税费用(万元),12308,11853,8002,27008,16684,--,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),39199,36799,33853,100835,47676,--,
归属于母公司所有者的净利润(万元),38646,36308,33283,100761,47550,--,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),553,490,570,74,126,--,
基本每股收益,0.12,0.11,0.1,0.41,0.23,--,
稀释每股收益,0.12,0.11,0.1,0.41,0.23,--,
