报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),685001,697254,670955,648817,701848,737972,666246,568651,436419,310924,227932,164250,106292,74768,
营业收入(万元),685001,697254,670955,648817,701848,737972,666246,568651,436419,310924,227932,164250,106292,74768,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
营业总成本(万元),683339,697541,689896,675966,698277,751483,649085,550589,428424,302879,219577,157983,102429,71943,
营业成本(万元),531723,548592,525989,515999,552989,592501,530737,453020,348815,252333,184607,133127,87205,61490,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
营业税金及附加(万元),2711,1746,2307,4101,5240,5878,4559,3486,2437,1685,1212,914,590,430,
销售费用(万元),116227,115335,114930,117732,117875,125245,97278,77071,63600,41572,27657,19844,12102,8406,
管理费用(万元),29397,30236,24826,35337,21552,26252,15870,16502,11242,7968,5852,3962,2463,1546,
财务费用(万元),2135,1323,2165,2399,754,-216,-596,442,336,-689,51,229,72,34,
资产减值损失(万元),1146,309,19680,398,-133,1822,1236,68,1994,10,198,-92,-2,36,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,-900,900,0,
投资收益(万元),3092,711,20817,1950,424,100,--,--,99,0,-325,3837,82,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
营业利润(万元),5300,860,1875,-25199,3995,-13411,17161,18062,8093,8045,8030,9204,4845,2825,
营业外收入(万元),514,1114,3359,1952,2358,1909,3627,1498,390,276,290,126,74,40,
营业外支出(万元),447,3723,1316,8006,544,7515,690,473,237,135,49,69,22,24,
非流动资产处置损失(万元),--,--,129,1766,224,4833,538,250,--,34,17,3,11,8,
利润总额(万元),5367,-1749,3918,-31254,5809,-19017,20098,19087,8247,8186,8271,9261,4897,2841,
所得税费用(万元),5368,5101,-977,8191,3329,7383,5002,5262,1782,1622,1774,1983,1055,745,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
净利润(万元),-1,-6850,4895,-39445,2480,-26400,15096,13825,6465,6564,6497,7278,3842,2096,
归属于母公司所有者的净利润(万元),1711,-5244,5438,-37394,3669,-23628,15953,14618,7720,6869,6447,7302,3843,2101,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
少数股东损益(万元),-1712,-1605,-543,-2052,-1190,-2773,-857,-793,-1255,-304,50,-24,-1,-5,
基本每股收益,0.03,-0.08,0.08,-0.69,0.07,-0.44,0.3,0.46,0.48,0.64,0.71,0.91,0.48,0.34,
稀释每股收益,0.02,-0.08,0.08,-0.69,0.07,-0.44,0.3,0.45,0.48,0.64,0.71,0.91,0.48,0.34,
