报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),28928,23031,17635,13746,10981,8912,7556,
营业收入(万元),28928,23031,17635,13746,10981,8912,7556,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),21535,17610,12627,10548,8103,6663,5756,
营业成本(万元),15433,12316,8993,6430,5382,3990,3668,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),2692,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),261,224,217,153,112,101,66,
销售费用(万元),1058,828,684,596,447,437,370,
管理费用(万元),3343,3733,3202,3525,2163,2111,1577,
财务费用(万元),-1474,489,-586,-159,-43,24,60,
资产减值损失(万元),222,19,117,4,41,0,16,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),659,426,--,61,-31,-32,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-22,-31,-32,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),9286,6891,5008,3259,2846,2217,1800,
营业外收入(万元),30,26,755,466,136,155,192,
营业外支出(万元),17,8,--,--,--,1,9,
非流动资产处置损失(万元),--,--,--,--,--,1,9,
利润总额(万元),9298,6909,5763,3725,2982,2372,1983,
所得税费用(万元),1153,890,747,665,538,327,233,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),8146,6020,5016,3059,2444,2044,1750,
归属于母公司所有者的净利润(万元),7992,5993,4956,3051,2444,2044,1750,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),154,26,59,8,--,--,--,
基本每股收益,0.91,0.73,0.75,0.48,--,--,--,
稀释每股收益,0.9,0.73,0.75,0.48,--,--,--,
