报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),69121,49781,34348,29216,26443,26212,
营业收入(万元),69121,49781,34348,29216,26443,26212,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),55293,40364,26616,21577,19037,20412,
营业成本(万元),14746,10440,6759,5090,6490,4154,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),16709,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1816,1016,660,616,346,390,
销售费用(万元),16259,12048,7006,4665,3774,3913,
管理费用(万元),5570,16616,12735,10419,8460,11796,
财务费用(万元),-2605,-72,-819,-461,-386,-340,
资产减值损失(万元),2798,317,275,1247,353,499,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),-14,14,563,28,-12,-34,
对联营企业和合营企业的投资收益(万元),-14,14,14,28,-12,-34,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),22072,14141,8295,7668,7393,5766,
营业外收入(万元),294,348,3382,2430,1734,1454,
营业外支出(万元),34,19,5,36,4,0,
非流动资产处置损失(万元),--,--,2,16,1,0,
利润总额(万元),22332,14470,11672,10062,9124,7220,
所得税费用(万元),1856,1237,1616,1238,1290,1494,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),20475,13233,10056,8824,7834,5726,
归属于母公司所有者的净利润(万元),20475,13233,10056,8824,7834,5726,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,1.92,2.57,2.01,1.86,1.82,1.34,
稀释每股收益,1.92,2.57,2.01,1.86,1.82,1.34,
