报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),116930,83049,41671,59032,96064,76239,73608,60037,
营业收入(万元),116930,83049,41671,59032,96064,76239,73608,60037,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),108361,81534,48859,56548,81829,70521,64587,51112,
营业成本(万元),91301,66567,36864,46941,69249,58006,53667,43616,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),4115,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),537,376,427,498,399,404,304,123,
销售费用(万元),6107,5008,3609,3103,4558,3734,3566,2757,
管理费用(万元),4886,6381,6819,6024,6412,5742,5938,4107,
财务费用(万元),154,1654,-476,-136,658,2166,1176,281,
资产减值损失(万元),1262,1547,1617,117,551,468,-64,228,
公允价值变动收益(万元),--,--,--,142,-611,330,81,48,
投资收益(万元),1403,1621,74,-111,13,1105,197,335,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),10411,3391,-7114,2515,13636,7153,9298,9307,
营业外收入(万元),23,8,817,669,534,649,557,199,
营业外支出(万元),52,9,139,48,139,34,291,125,
非流动资产处置损失(万元),--,--,135,110,110,33,249,123,
利润总额(万元),10382,3390,-6436,3137,14031,7767,9565,9381,
所得税费用(万元),1670,663,-149,781,3264,1679,2124,1844,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),8712,2727,-6287,2356,10768,6089,7441,7537,
归属于母公司所有者的净利润(万元),8907,2923,-6004,2761,10768,6089,7441,7537,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-194,-197,-283,-405,--,--,--,--,
基本每股收益,0.43,0.14,-0.29,0.18,0.69,0.39,0.48,0.48,
稀释每股收益,0.43,0.14,-0.29,0.18,0.69,0.39,0.48,0.48,
