报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2011-12-31,
营业总收入(万元),41070,24327,20725,20374,20558,19904,19924,
营业收入(万元),41070,24327,20725,20374,20558,19904,19924,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),39785,18674,10965,10547,11149,12339,13709,
营业成本(万元),29106,10463,3412,2449,3980,7328,11451,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3464,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),141,89,182,232,105,76,83,
销售费用(万元),2609,1617,2344,2463,1523,631,217,
管理费用(万元),3167,5906,5573,5789,6125,4269,1798,
财务费用(万元),1293,-336,-667,-496,-536,13,272,
资产减值损失(万元),5,935,120,111,-48,21,-113,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),636,216,19,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-23,-40,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),2459,6306,9779,9827,9409,7565,6215,
营业外收入(万元),12,215,1718,778,645,905,231,
营业外支出(万元),391,4,20,32,110,1,0,
非流动资产处置损失(万元),--,--,18,5,95,--,--,
利润总额(万元),2080,6517,11477,10573,9944,8469,6446,
所得税费用(万元),62,194,1509,1360,1170,863,724,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),2018,6323,9967,9214,8774,7605,5722,
归属于母公司所有者的净利润(万元),1016,6323,9967,9214,8774,7605,5722,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),1002,--,--,--,--,--,--,
基本每股收益,0.11,0.68,1.22,1.32,1.25,1.09,0.82,
稀释每股收益,0.11,0.68,1.22,1.32,1.25,1.09,0.82,
