报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),1690435,1511091,1184485,495317,305344,119297,118321,136854,87173,57916,80491,52999,44005,39708,25958,
营业收入(万元),1690435,1511091,1184485,495317,305344,119297,118321,136854,87173,57916,80491,52999,44005,39708,25958,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1586786,1406381,1097298,477887,290519,126599,121424,123640,78114,51601,62227,45144,38063,31678,21608,
营业成本(万元),1365040,1252268,983917,406648,257553,109940,109168,111176,68203,45587,54419,40769,33705,27826,19195,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),63165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),6939,7122,5305,2119,1237,272,484,851,451,253,662,451,306,285,152,
销售费用(万元),16374,14486,10426,6398,5010,2485,2098,2587,1579,1641,1817,1560,1404,947,602,
管理费用(万元),64340,95166,69889,35180,19500,9136,8435,8479,7488,4848,5006,1833,2191,2189,1440,
财务费用(万元),45570,17734,18240,8449,4044,1363,931,331,315,-731,30,505,465,181,191,
资产减值损失(万元),25358,19604,9521,19094,3174,3403,308,215,78,3,293,27,-8,248,28,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,-10,10,--,0,0,0,
投资收益(万元),3003,237,125,4928,76,41,158,169,11,514,-1,620,8,10,7,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),150111,125472,87311,22358,14900,-7261,-2945,13383,9071,6819,18274,8475,5950,8041,4357,
营业外收入(万元),823,10602,15307,6939,4226,1195,1892,1972,1562,2081,471,978,75,87,25,
营业外支出(万元),2970,958,3767,479,279,180,183,756,195,522,225,33,170,121,28,
非流动资产处置损失(万元),--,338,2291,61,2,104,17,--,150,17,16,10,0,38,4,
利润总额(万元),147964,135116,98852,28818,18847,-6245,-1235,14599,10438,8379,18520,9420,5855,8007,4354,
所得税费用(万元),17495,18530,11547,7100,4125,545,18,2410,1797,431,3293,2673,971,2491,1379,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),130469,116585,87305,21718,14722,-6791,-1253,12189,8641,7948,15227,6748,4884,5516,2975,
归属于母公司所有者的净利润(万元),135836,117948,87379,21811,14722,-6341,-1166,12192,8526,8008,15188,6420,4695,5472,2952,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
少数股东损益(万元),-5368,-1363,-75,-93,--,-450,-87,-3,115,-60,39,327,188,44,23,
基本每股收益,0.43,0.38,0.61,0.19,0.15,-0.19,-0.03,0.55,0.38,0.36,1.07,0.69,0.51,0.59,3.43,
稀释每股收益,0.43,0.38,0.61,0.19,0.15,-0.19,-0.03,0.55,0.38,0.36,1.07,0.69,0.51,0.59,3.43,
