报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),51271,44397,32790,30017,28903,
营业收入(万元),51271,44397,32790,30017,28903,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),43399,33661,25436,22825,18854,
营业成本(万元),30254,23547,16788,14804,14103,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3692,2649,2351,1412,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),476,418,335,302,196,
销售费用(万元),2100,1257,778,583,629,
管理费用(万元),6259,4981,4345,4522,3425,
财务费用(万元),-170,168,-10,15,363,
资产减值损失(万元),788,640,848,1188,138,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),--,214,33,1,38,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),8610,10902,7375,7193,10087,
营业外收入(万元),392,618,2230,502,415,
营业外支出(万元),28,21,1413,5,11,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),8974,11499,8192,7689,10491,
所得税费用(万元),1141,1623,1199,1534,1694,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),7833,9875,6993,6155,8797,
归属于母公司所有者的净利润(万元),7846,9901,7047,6155,8797,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-13,-26,-54,--,--,
基本每股收益,0.58,0.73,0.61,--,--,
稀释每股收益,0.58,0.73,0.61,--,--,
