报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),13424,12566,6863,4586,2527,1377,
营业收入(万元),13424,12566,6863,4586,2527,1377,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),7396,7339,4299,2992,1964,1438,
营业成本(万元),3615,4467,2187,1422,903,264,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2238,1398,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),184,238,95,22,42,40,
销售费用(万元),82,56,35,25,11,11,
管理费用(万元),1145,1016,1544,1469,944,1014,
财务费用(万元),132,164,166,19,-1,8,
资产减值损失(万元),--,--,272,35,66,101,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),--,18,71,9,7,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),7200,5496,2636,1603,569,-58,
营业外收入(万元),103,80,49,324,266,242,
营业外支出(万元),0,2,15,10,0,--,
非流动资产处置损失(万元),--,--,--,--,--,--,
利润总额(万元),7303,5575,2669,1917,835,183,
所得税费用(万元),854,738,369,293,126,28,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),6448,4837,2301,1624,709,155,
归属于母公司所有者的净利润(万元),6448,4837,2301,1624,709,155,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,1.26,0.95,0.46,0.39,0.17,0.04,
稀释每股收益,1.26,0.95,0.46,0.39,0.17,0.04,
