报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),161951,121608,130303,155021,123588,104445,76434,60378,
营业收入(万元),161951,121608,130303,155021,123588,104445,76434,60378,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),136743,99629,113228,122510,92006,78167,54530,43978,
营业成本(万元),115860,84946,83085,98395,70539,59845,38931,32198,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),7872,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1797,3105,777,844,1013,915,859,590,
销售费用(万元),2912,3477,2812,2620,2534,1596,1223,846,
管理费用(万元),13501,21420,17955,17646,15212,15354,13081,10232,
财务费用(万元),-2640,-3285,-4664,-1072,-576,-363,243,7,
资产减值损失(万元),-2558,-10034,13262,4077,3283,822,194,106,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,1085,1856,--,--,--,-23,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),25665,22329,18159,34368,31582,26278,21904,16376,
营业外收入(万元),24,34,444,444,348,412,1353,1730,
营业外支出(万元),0,--,28,0,0,6,49,2,
非流动资产处置损失(万元),--,--,0,0,0,6,--,2,
利润总额(万元),25688,22363,18575,34812,31930,26684,23209,18104,
所得税费用(万元),3015,3114,2189,5215,3771,3850,3804,3183,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),22674,19249,16386,29596,28158,22834,19405,14921,
归属于母公司所有者的净利润(万元),22674,19249,16386,29596,28158,22834,19405,14921,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.55,0.47,0.4,0.73,0.85,0.69,0.59,0.46,
稀释每股收益,0.55,0.47,0.4,0.73,0.85,0.69,0.59,0.46,
