报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),105365,85485,56166,31282,12988,3512,
营业收入(万元),105365,85485,56166,31282,12988,3512,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),96055,76679,48241,23826,11558,4565,
营业成本(万元),84026,65252,39835,18680,8044,2769,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),4446,3833,2800,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),533,478,254,237,104,26,
销售费用(万元),1843,1211,873,650,380,173,
管理费用(万元),3082,2745,2814,3487,2533,1561,
财务费用(万元),2939,1976,1300,766,170,43,
资产减值损失(万元),-814,1183,366,7,328,-8,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),11274,10636,7925,7456,1430,-1046,
营业外收入(万元),15,11,1019,421,258,659,
营业外支出(万元),227,73,177,31,26,11,
非流动资产处置损失(万元),176,50,140,20,24,7,
利润总额(万元),11062,10575,8766,7845,1662,-398,
所得税费用(万元),1250,1302,1206,1155,462,-109,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),9812,9273,7561,6691,1200,-288,
归属于母公司所有者的净利润(万元),9812,9273,7561,6691,1200,-288,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,3.06,2.89,2.36,2.21,0.4,--,
稀释每股收益,3.06,2.89,2.36,2.21,0.4,--,
