报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
营业总收入(万元),54142,46009,61027,73538,64166,43609,37335,30076,--,
营业收入(万元),54142,46009,61027,73538,64166,43609,37335,30076,19094,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),43938,37973,44303,47103,39891,28769,23429,19705,4286,
营业成本(万元),21149,19101,22140,27243,23371,17874,15493,14025,6986,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),9613,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),927,624,906,922,807,527,480,254,--,
销售费用(万元),2572,3384,4091,3170,2829,2440,1853,1685,1169,
管理费用(万元),7947,15926,18046,15291,12536,7179,5294,4278,3160,
财务费用(万元),-482,-903,-995,-27,27,-16,8,54,-43,
资产减值损失(万元),2211,-158,117,505,320,765,302,-592,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,-13,--,
投资收益(万元),7332,3595,1475,673,331,107,7,463,-176,
对联营企业和合营企业的投资收益(万元),2154,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,1033,
其他业务利润(万元),--,--,--,--,--,--,--,--,665,
营业利润(万元),20967,14018,18199,27108,24607,14947,13912,10821,8322,
营业外收入(万元),62,322,3389,3710,2644,2423,1422,2600,49,
营业外支出(万元),27,6,60,4,5,7,5,106,74,
非流动资产处置损失(万元),--,--,49,3,2,3,4,2,--,
利润总额(万元),21003,14335,21527,30815,27246,17362,15330,13314,9155,
所得税费用(万元),1877,1381,2006,3778,3400,2071,2134,2234,1175,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),19126,12954,19521,27037,23846,15291,13196,11080,7979,
归属于母公司所有者的净利润(万元),18783,13110,18692,27037,23846,15291,13196,11200,7979,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-238,--,
少数股东损益(万元),343,-156,829,--,--,--,--,-120,--,
基本每股收益,1.17,0.82,1.17,2.25,1.99,1.27,1.1,0.93,--,
稀释每股收益,1.17,0.82,1.17,2.25,1.99,1.27,1.1,0.93,--,
