报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),1668374,1634135,1596491,3186147,3623348,3434102,3258126,2828075,3483547,1993759,3511030,3913369,3090816,2862501,2166158,
营业收入(万元),1633786,1594034,1563633,3186147,3623348,3434102,3258126,2828075,3483547,1993759,3511030,3913369,3090816,2862501,2166158,
利息收入(万元),30544,35722,28974,--,--,--,--,--,--,--,--,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
手续费及佣金收入(万元),4044,4379,3883,--,--,--,--,--,--,--,--,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
营业总成本(万元),1697998,1669486,1748190,3522002,3621845,3763393,3412217,3109395,3079560,2637368,3507255,3523962,3002094,2464385,1707666,
营业成本(万元),1239659,1278248,1401795,3276752,3488000,3622438,3272245,3030627,2973266,2541896,3358028,3377717,2881816,2354590,1587347,
利息支出(万元),11049,10319,5912,--,--,--,--,--,--,--,--,--,0,0,--,
手续费及佣金支出(万元),49,113,149,--,--,--,--,--,--,--,--,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
研发费用(万元),399,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
营业税金及附加(万元),4431,6181,3089,2230,2828,4737,9621,8387,8868,19750,36072,24057,18880,17235,35773,
销售费用(万元),957,1199,1190,--,--,--,--,--,--,--,0,0,0,0,0,
管理费用(万元),89546,81304,90873,104289,91650,91224,88943,67931,75638,71465,55209,65866,48146,44098,40695,
财务费用(万元),317734,279163,177656,57480,39541,44443,39457,4871,18317,8096,54377,57375,51768,40942,48736,
资产减值损失(万元),3006,12960,67525,81252,-174,550,1951,-2422,3471,-3839,3570,-1053,1484,7520,-4886,
公允价值变动收益(万元),-63225,36,4,--,--,--,--,--,--,--,-1460,1460,0,0,0,
投资收益(万元),240528,223095,174001,19703,107769,35075,10194,8168,17022,5727,8074,392,646,596,584,
对联营企业和合营企业的投资收益(万元),232092,206432,154658,19703,11103,9864,9044,7055,3479,3687,2883,697,646,596,584,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
营业利润(万元),174692,195455,22307,-316153,109272,-294216,-143897,-273151,421009,-637882,10389,391259,89368,398713,459076,
营业外收入(万元),9899,478,41119,60214,62303,48775,161409,10820,11601,4779,4513,1557,1192,12988,4487,
营业外支出(万元),724,121,1776,33734,7375,5445,2340,295,640,11825,490,333,648,1049,309,
非流动资产处置损失(万元),--,--,1184,32527,6893,4957,1841,43,183,4946,50,117,251,83,27,
利润总额(万元),183867,195812,61650,-289672,164200,-250886,15173,-262626,431971,-644928,14412,392483,89912,410652,463254,
所得税费用(万元),40048,42570,20244,4197,55733,11178,-41908,7421,8647,2247,-1119,60071,22437,72578,64507,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
净利润(万元),143819,153242,41406,-293870,108467,-262064,57080,-270047,423324,-647174,15531,332412,67475,338074,398747,
归属于母公司所有者的净利润(万元),138617,146189,36859,-294911,106128,-264615,52269,-274347,420313,-648905,13058,332391,66925,337875,397868,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),5202,7053,4547,1042,2339,2551,4811,4300,3011,1730,2473,21,550,199,880,
基本每股收益,0.12,0.13,0.03,-0.25,0.09,-0.23,0.04,-0.23,0.36,-0.56,0.01,0.36,0.07,0.56,0.81,
稀释每股收益,0.12,0.13,0.03,-0.25,0.09,-0.23,0.04,-0.23,0.36,-0.56,0.01,0.36,0.07,0.56,0.81,
