报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),229084,206685,201174,217031,236121,213255,216720,232377,154317,141734,177951,164148,103061,70541,42964,
营业收入(万元),229084,206685,201174,217031,236121,213255,216720,232377,154317,141734,177951,164148,103061,70541,42964,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),233475,217327,195474,201114,215226,199655,207366,223928,142202,141212,170976,156706,98315,68123,40875,
营业成本(万元),192873,177431,157656,170530,186389,177391,188804,200023,127552,127094,156135,146297,90343,63040,37021,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),2291,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业税金及附加(万元),1241,996,625,409,17,14,25,2488,7,3,0,--,--,--,--,
销售费用(万元),14914,14525,9103,8153,11196,9525,8555,9306,7354,7757,6893,5739,4351,2750,2095,
管理费用(万元),13513,15631,17091,18653,16454,11162,9440,10958,7218,5900,5507,4002,3121,2132,1478,
财务费用(万元),6394,5680,6944,3439,686,1363,820,642,-41,480,1564,687,433,329,249,
资产减值损失(万元),2248,3065,4056,-70,484,201,-279,512,112,-22,878,-18,67,-128,33,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),339,312,169,281,-433,-40,--,-20,--,0,-166,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,44,281,-433,-40,--,--,--,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业利润(万元),1315,-9223,5869,16198,20462,13560,9354,8428,12115,522,6809,7442,4746,2418,2088,
营业外收入(万元),1039,250,1661,1024,678,2000,821,705,665,621,1877,361,92,49,12,
营业外支出(万元),874,1277,161,74,234,617,106,78,100,90,263,120,151,85,59,
非流动资产处置损失(万元),--,--,108,9,141,262,19,59,71,16,71,12,111,40,33,
利润总额(万元),1481,-10250,7369,17149,20905,14943,10069,9056,12680,1054,8422,7682,4686,2383,2042,
所得税费用(万元),700,952,-629,1199,2164,1277,924,2474,1971,-140,1438,1297,782,218,100,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
净利润(万元),780,-11202,7998,15950,18741,13667,9145,6582,10709,1193,6984,6385,3904,2165,1942,
归属于母公司所有者的净利润(万元),924,-10079,8954,15881,18613,13662,8914,6319,10482,1202,6503,6131,3798,2095,1825,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),-143,-1123,-955,69,128,5,231,263,227,-8,482,255,106,70,118,
基本每股收益,0.01,-0.11,0.1,0.18,0.22,0.16,0.21,0.16,0.34,0.04,0.38,0.81,0.54,0.3,0.26,
稀释每股收益,0.01,-0.11,0.1,0.18,0.22,0.16,0.21,0.16,0.34,0.04,0.38,0.81,0.54,0.3,0.26,
