报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),24750,41158,57462,40431,24284,17673,18715,16196,13439,11512,15241,14669,13366,12344,9147,
营业收入(万元),24750,41158,57462,40431,24284,17673,18715,16196,13439,11512,15241,14184,13107,12344,9147,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),66279,73073,49498,34758,23161,16903,17802,15270,12930,11173,14171,12382,10861,10216,7341,
营业成本(万元),22190,39188,31905,22543,16727,12190,12831,11075,9486,7755,10230,9461,8291,8135,5630,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),1244,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),513,505,268,233,196,189,191,169,144,140,163,145,204,64,53,
销售费用(万元),2221,2688,3301,2792,1679,1054,888,742,670,852,1087,678,602,737,538,
管理费用(万元),9569,13727,9195,6666,3682,2812,3113,2592,1781,1691,1907,1339,1233,812,873,
财务费用(万元),4884,5529,3827,1958,540,514,665,594,686,594,685,743,494,432,234,
资产减值损失(万元),25658,11436,1002,565,337,145,114,98,163,141,100,16,37,36,13,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,-51,41,9,
投资收益(万元),-4526,434,-133,580,1253,381,--,--,68,0,--,0,56,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),-45962,-28380,7831,6253,2376,1151,913,927,577,338,1069,2287,2511,2169,1815,
营业外收入(万元),52,579,1179,1097,287,123,34,27,46,284,67,283,1,133,3,
营业外支出(万元),5481,66,37,72,182,5,4,46,19,1,11,0,23,7,8,
非流动资产处置损失(万元),--,--,--,9,1,--,--,--,--,--,--,0,13,2,4,
利润总额(万元),-51391,-27867,8972,7278,2480,1269,943,908,604,620,1126,2571,2489,2295,1810,
所得税费用(万元),-1049,-22,1963,617,306,182,71,117,63,164,253,473,395,329,275,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),-50342,-27845,7009,6661,2175,1087,872,792,541,456,873,2097,2094,1966,1535,
归属于母公司所有者的净利润(万元),-48354,-27200,6117,5336,2174,1087,872,792,541,456,873,2097,2094,1971,1534,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
少数股东损益(万元),-1987,-645,892,1324,1,--,--,--,--,0,--,0,0,-4,1,
基本每股收益,-0.64,-0.36,0.08,0.23,0.16,0.1,0.1,0.09,0.06,0.05,0.1,0.47,0.47,0.44,0.4,
稀释每股收益,-0.64,-0.36,0.08,0.23,0.16,0.1,0.1,0.09,0.06,0.05,0.1,0.47,0.47,0.44,0.4,
