报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),774883,818779,457326,261327,200309,148990,120426,82517,41613,25343,15158,9216,
营业收入(万元),774883,818779,457326,261327,200309,148990,120426,82517,41613,25343,15158,9216,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),755031,744649,414145,241656,181224,132948,98326,66651,34386,20996,12943,8266,
营业成本(万元),575066,612269,334822,191048,138298,103958,83780,56763,28473,17724,10802,6659,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),29480,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),927,3209,3315,5680,5591,4283,3249,2757,1373,830,453,260,
销售费用(万元),12001,10355,1554,--,--,--,--,--,0,0,0,0,
管理费用(万元),68781,85607,53079,29569,25647,19455,11377,7973,4270,2217,1702,1350,
财务费用(万元),54749,30006,16597,14375,11023,4581,-161,-1529,195,135,-34,26,
资产减值损失(万元),14028,3203,4778,984,665,669,81,688,74,90,20,-29,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),10987,11213,13473,13206,10332,10660,2884,563,0,21,0,0,
对联营企业和合营企业的投资收益(万元),-2956,-879,2356,1175,1535,1500,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),33449,87996,56655,32878,29417,26702,24984,16429,7228,4367,2216,950,
营业外收入(万元),282,903,4453,1000,402,954,316,189,319,1385,153,118,
营业外支出(万元),471,395,644,245,253,311,310,293,72,9,24,6,
非流动资产处置损失(万元),--,--,9,5,4,4,--,--,0,0,0,0,
利润总额(万元),33260,88504,60463,33632,29566,27345,24990,16325,7474,5744,2344,1061,
所得税费用(万元),3292,12658,7564,3222,5208,3940,3480,2300,1015,776,310,181,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),29967,75846,52899,30410,24359,23405,21510,14025,6459,4967,2034,880,
归属于母公司所有者的净利润(万元),30429,75711,52207,30604,24439,23577,21591,14025,6459,4969,2036,882,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
少数股东损益(万元),-462,135,692,-194,-81,-172,-80,--,0,-2,-2,-2,
基本每股收益,0.13,0.5,0.35,0.39,0.48,0.75,1.03,1.28,1.4,1.3,0.59,0.51,
稀释每股收益,0.13,0.5,0.35,0.39,0.48,0.75,1.03,1.28,1.4,1.3,0.59,0.51,
