报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),360050,330194,269098,218617,202840,220186,227074,
营业收入(万元),360050,330194,269098,218617,202840,220186,227074,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),343560,312061,241489,197659,184265,212391,224988,
营业成本(万元),315105,294529,224473,181714,175744,206471,219266,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),311,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),829,909,693,421,375,127,16,
销售费用(万元),19905,12190,13704,12915,5765,3698,2933,
管理费用(万元),4786,4488,3448,3341,2338,1735,1934,
财务费用(万元),-275,-280,-891,-732,-449,97,529,
资产减值损失(万元),2899,225,61,0,494,264,310,
公允价值变动收益(万元),-133,-155,160,143,-209,-26,-47,
投资收益(万元),4519,5317,-1496,1663,28,-1491,1058,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),29208,24472,26274,22765,18394,6278,3097,
营业外收入(万元),565,496,707,954,246,440,110,
营业外支出(万元),169,311,91,67,60,17,33,
非流动资产处置损失(万元),--,--,--,1,24,5,0,
利润总额(万元),29604,24656,26889,23652,18580,6701,3175,
所得税费用(万元),7454,5521,6316,5357,4126,1535,1273,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),22151,19135,20573,18295,14454,5166,1902,
归属于母公司所有者的净利润(万元),21956,19135,20573,18295,14454,5166,2111,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),195,--,--,--,--,--,-209,
基本每股收益,0.76,1.2,2.74,2.44,1.93,--,--,
稀释每股收益,0.76,1.2,2.74,2.44,1.93,--,--,
