报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),33901,25379,25874,26614,27889,26803,30519,27065,
营业收入(万元),33901,25379,25874,26614,27889,26803,30519,27065,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),30107,21399,21430,20709,21653,21002,23555,20739,
营业成本(万元),23438,16222,16636,16247,17628,16695,18992,16972,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),1061,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),422,370,259,233,236,210,251,176,
销售费用(万元),3542,2912,2450,1906,1597,1511,1626,1756,
管理费用(万元),2337,2511,2594,2644,2377,2567,2586,1670,
财务费用(万元),-712,-643,-503,-327,-185,-5,126,142,
资产减值损失(万元),21,28,-6,6,-0,23,-27,22,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),800,722,116,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),4748,4792,4561,5905,6236,5801,6964,6326,
营业外收入(万元),29,40,142,368,525,301,331,21,
营业外支出(万元),8,13,9,84,45,9,1,2,
非流动资产处置损失(万元),--,--,--,0,1,1,--,--,
利润总额(万元),4769,4818,4693,6188,6716,6093,7294,6345,
所得税费用(万元),820,695,613,872,1059,823,1005,790,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3948,4124,4080,5316,5657,5269,6289,5555,
归属于母公司所有者的净利润(万元),3948,4124,4080,5316,5657,5269,6289,5557,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-59,
少数股东损益(万元),--,--,--,--,--,--,--,-2,
基本每股收益,0.24,0.34,0.34,0.59,0.63,0.59,0.7,1.14,
稀释每股收益,0.24,0.34,0.34,0.59,0.63,0.59,0.7,1.14,
