报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),122788,81127,56460,41302,28019,20421,15255,
营业收入(万元),122788,81127,56460,41302,28019,20421,15255,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),110656,71218,50203,37357,25974,20057,14140,
营业成本(万元),62399,39312,27297,19449,13457,9233,5959,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),12766,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),345,263,206,131,99,58,573,
销售费用(万元),20797,14029,9829,7782,5919,4796,3563,
管理费用(万元),8496,14953,11075,8529,5552,5232,3644,
财务费用(万元),4022,1772,1118,1041,711,650,326,
资产减值损失(万元),1831,890,678,426,237,89,75,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),268,742,13,-3,--,--,--,
对联营企业和合营企业的投资收益(万元),193,742,13,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),12399,10646,6270,3941,2045,364,1115,
营业外收入(万元),691,738,1316,834,860,568,210,
营业外支出(万元),76,15,16,52,6,4,7,
非流动资产处置损失(万元),--,--,4,3,4,0,2,
利润总额(万元),13013,11369,7571,4724,2900,928,1317,
所得税费用(万元),703,1058,1034,525,335,54,133,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),12309,10311,6537,4199,2565,875,1185,
归属于母公司所有者的净利润(万元),12192,10091,6431,4155,2524,875,1185,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),117,220,106,44,41,--,--,
基本每股收益,0.49,0.41,0.32,0.41,0.27,0.13,0.18,
稀释每股收益,0.49,0.41,0.32,0.41,0.27,0.13,0.18,
