报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),510105,492686,404809,311267,321568,371997,349261,353422,284120,149784,229094,165420,111141,72083,51934,
营业收入(万元),510105,492686,404809,311267,321568,371997,349261,353422,284120,149784,229094,165420,111141,72083,51934,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
营业总成本(万元),485833,479209,385323,309397,320559,370801,347412,353536,281618,150999,226024,159444,102609,65685,48767,
营业成本(万元),432061,430324,343996,277605,289500,341296,316370,321737,258895,132187,196721,146755,96447,61380,46515,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
研发费用(万元),18364,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
营业税金及附加(万元),3812,3290,2370,1486,1477,1085,3218,5346,5030,4079,10468,509,231,99,95,
销售费用(万元),10387,10029,9341,7504,7062,6922,7835,8200,3972,3772,4888,3428,2042,1147,580,
管理费用(万元),9911,26134,21041,15466,14620,13175,12235,9595,8177,7080,5939,4570,2902,2183,1079,
财务费用(万元),9862,8677,6793,6421,7520,7244,7002,8330,5271,2776,6299,3527,784,498,431,
资产减值损失(万元),1435,756,1782,915,380,1080,751,328,273,1105,1707,655,204,378,67,
公允价值变动收益(万元),--,-17,--,--,24,-1,1,-24,--,0,0,-0,-1,1,--,
投资收益(万元),595,159,-19,-9,-69,-29,-42,41,19,130,44,5,-3,296,18,
对联营企业和合营企业的投资收益(万元),301,--,-19,-9,-45,-29,-43,-14,-31,-49,44,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
营业利润(万元),41033,16523,19467,1860,964,1166,1808,-97,2521,-1085,3114,5981,8527,6695,3185,
营业外收入(万元),1281,2792,2933,1942,1269,1454,1301,2815,2267,2417,1330,1505,439,143,50,
营业外支出(万元),2093,456,630,737,713,781,454,210,600,227,191,170,105,382,173,
非流动资产处置损失(万元),--,--,335,550,470,423,116,24,81,0,1,--,--,--,--,
利润总额(万元),40221,18860,21770,3065,1521,1838,2655,2507,4188,1105,4253,7316,8861,6456,3062,
所得税费用(万元),7364,3536,4296,739,-297,1536,942,1420,1262,604,92,1313,1659,1109,1003,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
净利润(万元),32858,15324,17474,2326,1817,303,1713,1087,2926,501,4161,6003,7202,5347,2059,
归属于母公司所有者的净利润(万元),32950,15482,16930,3014,2764,2535,1984,378,2819,507,4161,5967,7128,5007,1989,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
少数股东损益(万元),-93,-158,543,-687,-947,-2232,-271,709,106,-6,0,36,74,340,70,
基本每股收益,0.51,0.24,0.54,0.1,0.1,0.09,0.07,0.01,0.15,0.03,0.22,0.4,0.57,1.59,0.63,
稀释每股收益,0.51,0.24,0.54,0.1,0.1,0.09,0.07,0.01,0.15,0.03,0.22,0.4,0.57,1.59,0.63,
