报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),425909,348401,299650,256122,222020,178619,142687,122408,
营业收入(万元),425909,348401,299650,256122,222020,178619,142687,122408,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),394762,324994,278604,242492,205891,166251,130619,113325,
营业成本(万元),312992,256885,218384,186761,161170,129009,102431,89487,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),6838,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),3559,3327,2547,2019,1599,1200,1158,804,
销售费用(万元),57210,49031,42450,40210,31570,26573,20948,18217,
管理费用(万元),11895,15177,14453,12729,10607,8351,5725,4426,
财务费用(万元),1602,291,629,876,936,511,370,175,
资产减值损失(万元),666,284,143,-102,9,607,-14,215,
公允价值变动收益(万元),--,--,--,--,--,--,0,-0,
投资收益(万元),1432,685,--,--,--,-4,0,-8,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),33533,25192,21046,13630,16129,12364,12068,9075,
营业外收入(万元),1519,1191,2246,3291,1130,1622,1039,561,
营业外支出(万元),334,45,184,113,144,178,202,69,
非流动资产处置损失(万元),--,--,170,91,119,144,--,--,
利润总额(万元),34717,26339,23108,16808,17115,13807,12905,9567,
所得税费用(万元),7692,6096,5367,3974,4086,3401,3184,1912,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),27026,20243,17741,12834,13029,10406,9721,7655,
归属于母公司所有者的净利润(万元),27026,20243,17741,12834,13029,10406,9450,7147,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,271,508,
基本每股收益,1.25,0.98,1.09,0.79,0.8,0.64,0.58,0.45,
稀释每股收益,1.24,0.98,1.09,0.79,0.8,0.64,0.58,0.45,
