报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),33980,26655,31595,26124,22096,25657,20345,17283,14440,12668,11707,11523,10780,8915,
营业收入(万元),33980,26655,31595,26124,22096,25657,20345,17283,14440,12668,11707,11523,10780,8915,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),31417,23141,28313,22579,21351,21255,16027,13546,11312,10237,9543,9304,9389,7758,
营业成本(万元),25296,17594,22296,17024,16250,17268,13181,11003,9367,8033,7204,7090,7614,6000,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),606,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),302,341,266,140,99,347,348,266,185,135,201,213,98,106,
销售费用(万元),1357,1195,1510,1506,1510,1178,893,568,448,975,616,596,502,319,
管理费用(万元),4100,3933,3953,3854,3179,2637,2038,1744,1430,1518,1365,1192,1083,1160,
财务费用(万元),-340,-461,-622,-131,-286,-702,-1088,-278,-348,-611,-21,168,46,184,
资产减值损失(万元),95,539,911,185,599,527,655,243,229,188,177,44,47,-11,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),273,232,195,-0,-18,-11,-2,-6,--,--,--,0,0,-62,
对联营企业和合营企业的投资收益(万元),273,232,29,-0,-18,-11,-2,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5864,5421,3476,3545,728,4391,4315,3731,3128,2430,2164,2219,1391,1095,
营业外收入(万元),15,99,1482,609,1044,3658,2903,1917,1648,1105,1103,695,1033,772,
营业外支出(万元),13,13,85,33,11,56,21,50,206,37,151,59,0,0,
非流动资产处置损失(万元),--,--,2,13,1,5,0,0,5,16,-3,15,0,0,
利润总额(万元),5866,5506,4873,4121,1760,7993,7197,5599,4570,3498,3117,2855,2424,1868,
所得税费用(万元),443,614,587,417,279,825,742,382,236,103,168,236,103,72,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5423,4893,4286,3704,1481,7168,6455,5217,4334,3395,2949,2618,2321,1796,
归属于母公司所有者的净利润(万元),5494,4544,3889,3341,1098,6840,6159,5099,4057,3360,3015,2616,2286,1811,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-71,348,397,363,384,328,296,118,277,35,-66,3,35,-15,
基本每股收益,0.24,0.2,0.17,0.24,0.08,0.49,0.44,0.67,0.54,0.54,0.66,0.72,1.02,0.82,
稀释每股收益,0.24,0.2,0.17,0.24,0.08,0.49,0.44,0.67,0.54,0.54,0.66,0.72,1.02,0.82,
