报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),602316,407717,231763,59153,43454,30815,24223,17219,13365,10709,
营业收入(万元),602316,407717,231763,59153,43454,30815,24223,17219,13365,10709,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),526426,361500,199573,48207,32211,22944,17682,12376,9713,8260,
营业成本(万元),474148,322787,167749,39622,24770,16359,12314,8331,6031,5086,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),18333,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2785,2677,1208,63,632,1091,819,591,428,357,
销售费用(万元),4499,5194,2242,1556,1782,1791,1459,1292,1348,1293,
管理费用(万元),13762,23674,21826,6310,5051,3522,3120,2280,1924,1635,
财务费用(万元),11979,6768,6340,525,-92,164,-69,-126,-37,-4,
资产减值损失(万元),921,400,207,132,68,17,39,8,18,-107,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2561,4347,2048,51,--,--,--,--,3,220,
对联营企业和合营企业的投资收益(万元),-40,-167,-95,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),78549,50424,34238,10996,11243,7871,6541,4843,3655,2669,
营业外收入(万元),384,640,5012,2196,20,26,21,110,170,--,
营业外支出(万元),120,19,129,30,14,0,14,0,7,1,
非流动资产处置损失(万元),--,--,96,0,14,0,4,0,7,--,
利润总额(万元),78814,51045,39121,13162,11249,7897,6548,4953,3819,2668,
所得税费用(万元),10417,6617,6000,1744,1730,1171,1010,746,587,435,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),68397,44428,33121,11418,9519,6726,5538,4207,3232,2233,
归属于母公司所有者的净利润(万元),66745,43586,33516,11359,9518,6726,5538,4207,3232,2233,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1652,842,-395,59,0,-0,--,--,--,--,
基本每股收益,0.46,0.3,0.5,0.21,0.88,1.47,1.21,0.92,0.79,0.7,
稀释每股收益,0.46,0.3,0.5,0.21,0.88,1.47,1.21,0.92,0.79,0.7,
