报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),152293,138468,181451,222722,258966,271515,246491,274078,227622,208340,271124,
营业收入(万元),152293,138468,181451,222722,258966,271515,246491,274078,227622,208340,271124,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),160748,137991,210963,210334,247838,253038,231231,254821,200816,183457,250034,
营业成本(万元),144522,127297,153780,183428,219057,225497,216869,238810,188352,169024,231585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),489,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),314,760,2101,872,763,343,765,823,549,963,393,
销售费用(万元),5648,5638,7604,10236,7811,7688,4953,4692,3978,5567,4923,
管理费用(万元),6919,5026,11745,16210,16357,16706,8944,6717,5331,5574,5086,
财务费用(万元),-2061,-9,-158,-966,3004,1721,-289,2955,2150,1790,4553,
资产减值损失(万元),4916,-721,35890,554,847,1082,-12,824,454,539,3495,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),863,6960,-30361,877,128,35,--,--,--,--,0,
对联营企业和合营企业的投资收益(万元),--,-60,-179,-76,4,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),775,8214,-59873,13265,11257,18512,15260,19257,26807,24883,21090,
营业外收入(万元),1,94,690,1878,1626,859,1314,1505,76,201,171,
营业外支出(万元),11,-112,4999,513,370,730,312,524,626,306,1547,
非流动资产处置损失(万元),--,--,2,392,110,6,11,11,23,--,659,
利润总额(万元),766,8421,-64182,14630,12513,18641,16262,20238,26257,24778,19714,
所得税费用(万元),-152,256,271,1777,1076,3709,4183,5187,6448,5380,3593,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),918,8165,-64453,12853,11437,14932,12079,15052,19809,19397,16121,
归属于母公司所有者的净利润(万元),2188,7968,-64035,13023,11627,14874,11770,14140,17862,17716,13426,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1270,197,-418,-170,-190,58,309,912,1947,1681,2695,
基本每股收益,0.03,0.1,-0.82,0.17,0.36,0.47,0.37,0.58,0.75,0.74,0.56,
稀释每股收益,0.03,0.1,-0.82,0.17,0.36,0.47,0.37,0.58,0.75,0.74,0.56,
