报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),34387,26661,19443,16618,18194,
营业收入(万元),34387,26661,19443,16618,18194,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),27820,21248,15988,16119,18785,
营业成本(万元),20584,15825,11959,11794,13597,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),1229,916,833,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),651,453,338,182,167,
销售费用(万元),1790,1272,744,669,1060,
管理费用(万元),2584,2222,1477,2308,2540,
财务费用(万元),705,557,487,676,840,
资产减值损失(万元),278,3,150,490,581,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-18,-80,-33,--,--,
对联营企业和合营企业的投资收益(万元),-18,-80,-33,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),7068,5422,3357,499,-592,
营业外收入(万元),77,178,134,72,494,
营业外支出(万元),4,1,13,1,43,
非流动资产处置损失(万元),--,--,--,0,--,
利润总额(万元),7141,5600,3479,571,-140,
所得税费用(万元),766,581,282,14,-7,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),6375,5019,3197,557,-133,
归属于母公司所有者的净利润(万元),6375,5019,3197,557,-133,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.85,0.67,0.43,0.07,--,
稀释每股收益,0.85,0.67,0.43,0.07,--,
