报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),70942,62795,57558,58055,60596,
营业收入(万元),70942,62795,57558,58055,60596,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),59689,52428,50941,49805,51946,
营业成本(万元),41948,37647,35311,36486,39024,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3620,3197,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),1106,1140,851,593,445,
销售费用(万元),5673,5480,4859,4643,4574,
管理费用(万元),5774,4735,7134,7775,7472,
财务费用(万元),-135,-54,-90,-240,-58,
资产减值损失(万元),1701,282,2876,547,488,
公允价值变动收益(万元),-5,--,--,--,--,
投资收益(万元),1371,680,264,290,721,
对联营企业和合营企业的投资收益(万元),99,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),14043,11930,6880,8540,9371,
营业外收入(万元),2381,837,1845,1381,1438,
营业外支出(万元),54,62,65,87,103,
非流动资产处置损失(万元),--,--,0,2,1,
利润总额(万元),16369,12705,8660,9835,10707,
所得税费用(万元),2303,1898,1292,1431,1582,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),14066,10808,7368,8403,9125,
归属于母公司所有者的净利润(万元),14082,10860,7389,8403,9022,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-15,-52,--,--,--,
基本每股收益,1.57,1.21,0.83,0.94,0.99,
稀释每股收益,1.57,1.21,0.83,0.94,0.99,
