报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),122065,96947,79373,60548,50778,42650,31926,
营业收入(万元),122065,96947,79373,60548,50778,42650,31926,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),115521,90322,73761,55652,45871,37284,26229,
营业成本(万元),88516,68319,56520,41446,32375,26980,18114,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),7287,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1157,772,521,422,407,287,354,
销售费用(万元),11162,9382,7323,6139,4968,3658,3404,
管理费用(万元),5073,9944,7984,6534,6475,5060,3722,
财务费用(万元),-76,-38,-124,-152,518,282,136,
资产减值损失(万元),2401,1942,1537,1262,1128,1017,498,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),461,451,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),9886,8477,5612,4896,4906,5366,5697,
营业外收入(万元),248,88,2130,1699,951,1209,980,
营业外支出(万元),77,5,24,1,2,7,0,
非流动资产处置损失(万元),--,--,18,0,--,0,0,
利润总额(万元),10056,8560,7718,6594,5856,6568,6677,
所得税费用(万元),1426,1284,1064,930,721,795,796,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),8630,7276,6654,5664,5134,5773,5880,
归属于母公司所有者的净利润(万元),8706,7276,6654,5664,5134,5773,5880,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-75,--,--,--,--,--,--,
基本每股收益,0.54,0.49,0.67,0.57,0.74,0.98,0.99,
稀释每股收益,0.54,0.49,0.67,0.57,0.74,0.98,0.99,
