报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),224734,185472,148125,101678,63981,43678,30528,20950,11729,6662,
营业收入(万元),224734,185472,148125,101678,63981,43678,30528,20950,11729,6662,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),195350,151437,124294,77298,51152,35190,23831,16185,9138,5056,
营业成本(万元),95802,78883,61006,44440,29536,19003,13316,9324,4620,2410,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),28333,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2634,2091,1833,1330,760,649,404,260,229,90,
销售费用(万元),20214,17812,17128,9678,7302,6072,3800,1757,1255,743,
管理费用(万元),14139,36717,34140,18327,11725,7784,5802,4429,2957,1738,
财务费用(万元),10229,7433,4108,2644,1500,1521,398,438,36,21,
资产减值损失(万元),23999,8500,6079,879,328,162,112,-23,40,53,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2231,-425,8628,460,56,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-2556,-2500,559,297,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),37613,42912,32458,24841,12884,8488,6697,4765,2590,1607,
营业外收入(万元),1304,792,7619,5436,2967,3009,2406,1523,1273,919,
营业外支出(万元),164,206,159,7,32,--,--,0,3,36,
非流动资产处置损失(万元),--,--,134,6,32,--,--,--,2,36,
利润总额(万元),38753,43498,39918,30270,15819,11497,9103,6288,3860,2489,
所得税费用(万元),7400,5544,4597,3260,2076,1310,1281,857,279,222,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),31352,37955,35321,27009,13742,10187,7821,5431,3582,2267,
归属于母公司所有者的净利润(万元),31461,38471,33471,24850,13579,10187,7821,5431,3582,2267,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-109,-516,1850,2159,163,--,--,--,--,--,
基本每股收益,0.37,0.46,0.42,0.84,1.16,1.94,1.49,1.03,0.7,0.52,
稀释每股收益,0.37,0.45,0.41,0.83,1.16,1.94,1.49,1.03,0.7,0.52,
