报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),109559,73889,56910,35074,18804,15466,
营业收入(万元),109559,73889,56910,35074,18804,15466,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),76485,49046,33831,25431,14881,13109,
营业成本(万元),66122,41057,28779,20447,12911,11326,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),4367,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),933,421,634,162,106,113,
销售费用(万元),1281,1169,746,522,272,279,
管理费用(万元),4148,5940,3763,4586,1748,1559,
财务费用(万元),-949,266,-382,-241,-233,-160,
资产减值损失(万元),584,194,291,-44,77,-7,
公允价值变动收益(万元),50,--,--,--,--,--,
投资收益(万元),345,281,--,25,2,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),34210,25791,23079,9667,3925,2356,
营业外收入(万元),5,257,836,160,79,337,
营业外支出(万元),55,26,15,72,2,2,
非流动资产处置损失(万元),--,--,--,--,--,--,
利润总额(万元),34160,26023,23900,9755,4002,2692,
所得税费用(万元),4788,3811,3538,1705,574,390,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),29372,22212,20362,8050,3427,2302,
归属于母公司所有者的净利润(万元),29372,22212,20362,8050,3427,2302,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.73,0.59,0.57,0.22,--,--,
稀释每股收益,0.73,0.59,0.57,0.22,--,--,
