报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),112074,151486,114156,72799,54579,106423,52909,47809,58771,22937,29477,20480,17344,13542,6007,
营业收入(万元),112074,151486,114156,72799,54579,106423,52909,47809,58771,22937,29477,20480,17344,13542,6007,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),106100,136222,103447,71256,57449,106045,55204,62813,47724,19266,21830,13374,10641,9050,4363,
营业成本(万元),80887,113431,83691,52509,38913,90115,45543,44113,38535,15188,18927,11858,9839,8433,3913,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),396,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),930,1106,757,382,301,632,223,171,147,48,59,74,61,31,0,
销售费用(万元),3664,3915,4281,4111,4483,4452,2853,3321,1854,848,723,434,212,106,132,
管理费用(万元),8038,8279,8576,8363,7012,6529,4383,6072,5097,2847,2024,663,511,399,250,
财务费用(万元),10012,7118,4513,4954,5916,3347,1668,3580,1712,275,-582,76,10,22,6,
资产减值损失(万元),2173,2372,1628,937,825,971,533,5557,378,61,678,269,9,59,61,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
投资收益(万元),441,156,-4,--,--,253,--,--,--,0,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),441,156,--,--,--,--,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),8513,17240,10704,1543,-2870,632,-2295,-15005,11047,3671,7648,7105,6702,4492,1644,
营业外收入(万元),83,83,2253,2121,2550,1071,2838,1114,714,391,1056,328,545,0,2,
营业外支出(万元),499,2,192,260,18,36,3,15,33,119,22,0,1,3,0,
非流动资产处置损失(万元),--,--,1,11,8,--,--,--,21,13,--,0,0,0,0,
利润总额(万元),8097,17320,12765,3405,-339,1667,541,-13905,11728,3942,8682,7433,7246,4489,1645,
所得税费用(万元),-794,1004,-106,299,155,369,8,64,2101,608,1377,499,476,336,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
净利润(万元),8891,16316,12871,3106,-494,1298,532,-13969,9627,3334,7304,6933,6771,4153,1645,
归属于母公司所有者的净利润(万元),8891,16316,12871,3106,-538,1298,532,-13969,9627,3334,7304,6933,6771,4153,1645,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,44,--,--,--,--,0,--,0,0,0,0,
基本每股收益,0.07,0.13,0.21,0.05,-0.01,0.03,0.01,-0.29,0.33,0.12,0.39,0.58,1.35,4.15,1.88,
稀释每股收益,0.07,0.13,0.21,0.05,-0.01,0.03,0.01,-0.29,0.33,0.12,0.39,0.58,1.35,4.15,1.88,
