报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),577228,538066,359501,371055,313258,441398,497657,267901,117067,97509,69982,
营业收入(万元),577228,538066,359501,371055,313258,441398,497657,267901,117067,97509,69982,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),572481,547433,370856,389844,350874,451216,493898,255749,115464,94014,67757,
营业成本(万元),526433,502344,336965,350613,296343,426296,484505,258420,113681,94507,68103,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1266,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),253,150,99,69,70,67,182,104,24,26,16,
销售费用(万元),19415,12093,3953,4376,6743,4844,4352,3330,551,777,489,
管理费用(万元),9528,12609,10721,8664,6244,4268,3573,2401,971,627,329,
财务费用(万元),13057,5837,18522,25626,41156,13018,451,-8777,212,-1942,-1238,
资产减值损失(万元),2530,14400,596,496,317,2725,834,269,25,19,58,
公允价值变动收益(万元),-162,8388,6669,-6723,1443,838,93,-2420,1381,1019,26,
投资收益(万元),5433,8658,26406,42320,48608,14707,1644,-4083,103,-2241,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),12362,8234,21720,16808,12436,5727,5496,5650,3086,2272,2251,
营业外收入(万元),8,47,860,3186,98,405,13,209,32,142,32,
营业外支出(万元),27,88,76,12,46,13,11,14,4,100,25,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),12343,8193,22504,19982,12488,6119,5498,5845,3114,2314,2258,
所得税费用(万元),2127,1368,3413,2888,1690,1072,851,918,188,558,333,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10216,6825,19091,17094,10797,5047,4646,4928,2927,1756,1925,
归属于母公司所有者的净利润(万元),10211,6825,19091,17094,10774,5097,4660,4936,2928,1756,1925,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5,--,--,--,23,-50,-14,-8,-2,0,0,
基本每股收益,0.28,0.18,0.51,1.23,1.94,0.92,0.84,0.94,0.59,0.38,1.02,
稀释每股收益,0.28,0.18,0.51,1.23,1.94,0.92,0.84,0.94,0.59,0.38,1.02,
